id;ref address;query;query lon;query lat;result 1;result 2;result 3;result 4;result 5;
225;115 avenue de la division leclerc, enghien-les-bains;115 avenue de la division lec;2.31;48.973;115 avenue de la division leclerc, enghien-les-bains;115 avenue charles de gaulle, montmorency;;;;
226;9 chemin canto cigalo, saint-rémy-de-provence;9 chemin canto cig;4.841;43.785;9 chemin canto cigalo, saint-rémy-de-provence;;;;;
227;105 avenue des célestins, vichy;105 avenue des céle;3.43;46.126;105 avenue des célestins, vichy;;;;;
228;51 avenue du dr arnold netter, paris;51 avenue du dr arnold net;2.405;48.844;;;;;;
229;18, rue des combattants, la ciotat;18 rue des comba;5.608;43.174;18 rue des combattants, la ciotat;;;;;
230;17, rue des petits-champs, paris;17 rue des petits;2.338;48.866;17 rue des petits champs, paris;17 rue croix des petits champs, paris;;;;
231;94 rue du général de gaulle, village-neuf;94 rue du général de gau;7.571;47.605;94 rue du général de gaulle, basel;;;;;
232;16 avenue de l&#39;opéra, paris;16 avenue de l&#39;2.335;48.865;16 avenue de l'opéra, paris;;;;
233;6, place sainte marie, rully;6 place sainte ma;4.74;46.875;6 place sainte-marie, rully;6 place de la mairie, rully;6 place de la croix blanche, rully;6 bis place de la croix blanche, rully;;
234;3, rue du marais, villers-saint-paul;3 rue du mar;-1.619;48.113;3 rue du petit marais, cesson-sévigné;;;;;
235;14 avenue claude vellefaux, paris;14 avenue claude vell;2.37;48.873;14 avenue claude vellefaux, paris;14 avenue richerand, paris;;;;
236;28 rue du château, le monêtier-les-bains;28 rue du châ;6.508;44.977;;;;;;
237;route nationale 13, chambourcy;route nationale 1;2.034;48.908;;;;;;
238;3, boulevard de la madeleine, paris;3 boulevard de la made;2.327;48.87;3 boulevard de la madeleine, paris;3 boulevard malesherbes, paris;;;;
239;5 rue gioffredo, nice;5 rue giof;7.277;43.702;5 rue gioffredo, nice;;;;;
240;2 passage malaussena, nice;2 passage malau;7.263;43.708;2 passage malaussena, nice;2 passage malausséna, nice;;;;
241;3 place pierre renaudel quartier saint croix, bordeaux;3 place pierre renaudel quartier saint cr;-0.562;44.831;3 place léon duguit, bordeaux;3 place pierre renaudel, bordeaux;3 place du maucaillou, bordeaux;3 place pierre jacques dormoy, bordeaux;3 place casablanca, bordeaux;
242;7, rue des paradoux, toulouse;7 rue des para;1.443;43.598;7 rue des paradoux, toulouse;;;;;
243;499 rue saint-bernard, menthon-saint-bernard;499 rue saint-;6.197;45.859;499 rue saint-bernard, menthon-saint-bernard;;;;;
244;1 place turenne, turckheim;1 place tur;7.278;48.087;1 place turenne, turckheim;1 place de la république, turckheim;;;;
245;146, avenue de la division leclerc, montmorency;146 avenue de la division lec;2.31;48.973;146 avenue charles de gaulle, montmorency;146 avenue de la division leclerc, enghien-les-bains;;;;
246;7 rue mathieu, mâcon;7 rue mat;4.83;46.306;7 rue mathieu, mâcon;;;;;
247;41, quai pierre scize, lyon;41 quai pierre sc;4.816;45.767;41 quai pierre scize, lyon;;;;;
248;32 avenue des carrés, annecy-le-vieux;32 avenue des car;6.143;45.913;32 avenue des carres, annecy-le-vieux;;;;;
249;10, rue marius jacotot, puteaux;10 rue marius jac;2.24;48.883;10 rue marius jacotot, puteaux;;;;;
250;46 rue des hauts pavés, nantes;46 rue des hauts pa;-1.565;47.225;46 rue des hauts pavés, nantes;46 bis rue des hauts pavés, nantes;;;;
251;1 rue villedo, paris;1 rue vil;2.337;48.866;1 rue villedo, paris;1 rue villedo (à l'angle du 41 r richelieu), paris;;;;
252;z.a. du roubian, tarascon;z.a. du rou;4.685;43.79;;;;;;
253;quartier la robéyère, embrun;quartier la robé;6.488;44.56;;;;;;
254;58 rue franklin, lyon;58 rue fran;4.832;45.751;58 rue franklin, lyon;;;;;
255;9 avenue emile evellier, grézieu-la-varenne;9 avenue emile evel;4.693;45.748;9 avenue émile evellier, grézieu-la-varenne;9 avenue lucien blanc, grézieu-la-varenne;;;;
256;9 boulevard de port-royal, paris;9 boulevard de port-;2.35;48.837;9 boulevard de port-royal, paris;9 boulevard arago, paris;;;;
257;15 rue corneille, toulon;15 rue corn;5.934;43.124;15 rue corneille, toulon;;;;;
258;131 boulevard victor hugo, saint-ouen;131 boulevard victor hu;2.323;48.905;131 boulevard victor hugo, saint-ouen;131 boulevard victor hugo, clichy;;;;
259;70 avenue du bourgailh, pessac, france, pessac;70 avenue du bourgailh pessac, fra;-0.663;44.809;;;;;;
260;4-6 place emile cresp, montrouge;4-6 place emile cr;2.319;48.819;;;;;;
261;119 route de vienne, lyon;119 route de vie;4.853;45.737;119 route de vienne, lyon;;;;;
262;49 rue de turenne, paris;49 rue de tur;2.364;48.858;49 rue de turenne, paris;;;;;
263;192, avenue victor-hugo, paris;192 avenue victo;2.274;48.865;192 avenue victor hugo, paris;;;;;
264;paris, null paris; pa;2.307;48.866;9001 passage marignan, paris;2 passage landrieu, paris;;;;
265;16 rue de la buffa, nice;16 rue de la bu;7.262;43.697;16 rue de la buffa, nice;;;;;
266;46, rue jules simon, lorient;46 rue jules si;-3.367;47.758;46 rue jules simon, lorient;;;;;
267;45 avenue de la libération, le coteau;45 avenue de la libér;4.084;46.03;45 avenue de la libération, le coteau;;;;;
268;2, rue françois mouthon, paris;2 rue françois mou;2.291;48.839;2 rue françois mouthon, paris;;;;;
269;200 route de blagnac, toulouse;200 route de bla;1.403;43.626;200 route de blagnac, undefined;;;;;
270;5 route de la corniche, rolleboise;5 route de la corn;1.61;49.023;5 route de la corniche, freneuse;;;;;
271;4 rue de la gare, guebwiller;4 rue de la ga;7.216;47.907;4 rue de la gare, soultz-haut-rhin;;;;;
272;26 place de l'horloge, avignon;26 place de l'ho;4.806;43.95;26 place de l'horloge, avignon;26 place du change, avignon;;;;
273;20 rue du doyen, boulogne-sur-mer;20 rue du do;1.607;50.723;20 rue du doyen, boulogne-sur-mer;20 rue du bras d'or, boulogne-sur-mer;20 bis rue du doyen, boulogne-sur-mer;;;
274;97, rue des dames, paris;97 rue des da;2.317;48.884;97 rue des dames, paris;;;;;
275;48 rue caulaincourt, paris;48 rue caulai;2.335;48.889;48 rue caulaincourt, paris;;;;;
276;8 rue gioffredo, nice;8 rue giof;7.276;43.702;8 rue gioffredo, nice;;;;;
277;118 rue des moines, paris, france, paris;118 rue des moines paris, fra;2.323;48.893;;;;;;
278;rue des lices, angers;rue des li;-0.554;47.469;14 rue des lices, angers;16 rue des lices, angers;5 rue des lices, angers;7 rue des lices, angers;8 rue des lices, angers;
279;3 boulevard victor, paris;3 boulevard vic;2.28;48.836;3 boulevard victor, paris;;;;;
280;34, rue d'estienne d'orves, le pré-saint-gervais;34 rue d'estienne d'o;2.401;48.886;34 rue d'estienne d'orves, le pré-saint-gervais;;;;;
281;159 rue de crimée, paris;159 rue de cri;2.379;48.889;159 rue de crimée, paris;;;;;
282;66 avenue du général leclerc, villemur-sur-tarn;66 avenue du général lec;1.497;43.852;66 avenue du général leclerc, undefined;;;;;
283;6 place de la libération, génicourt;6 place de la libér;2.068;49.089;6 place de la libération, osny;;;;;
284;6, place garibaldi, nice;6 place gari;7.28;43.701;6 place garibaldi, nice;6 place saint-françois, nice;6 place du carret, nice;6 rue place vieille, nice;;
285;10 cours julien, marseille;10 cours jul;5.382;43.296;10 cours julien, marseille;;;;;
286;58, avenue des gobelins, paris;58 avenue des gobe;2.354;48.834;58 avenue des gobelins, paris;;;;;
287;101 rue de colombes, courbevoie;101 rue de colo;2.255;48.904;101 rue de colombes, courbevoie;;;;;
288;25 rue bergère, paris;25 rue ber;2.345;48.872;25 rue bergère, paris;;;;;
289;22 place du forum, reims;22 place du fo;4.035;49.257;22 place du forum, reims;22 place léon bourgeois, reims;22 place myron t herrick, reims;;;
290;215 avenue de la californie, nice;215 avenue de la calif;7.23;43.68;215 avenue de la californie, nice;;;;;
291;4 rue des vanniers, douzy;4 rue des vann;5.043;49.67;;;;;;
292;14 rue d'alexandrie, paris;14 rue d'alex;2.35;48.868;14 rue d'alexandrie, paris;;;;;
293;32 cours de la république, blaye;32 cours de la répub;-0.661;45.13;32 cours de la république, blaye;;;;;
294;9 place du général leclerc, fontenay-sous-bois;9 place du général lec;2.472;48.847;9 place du général leclerc, fontenay-sous-bois;;;;;
295;place paul isnard, vallauris;place paul isn;7.053;43.58;;;;;;
296;5, avenue de saint-germain, maisons-laffitte;5 avenue de saint-;2.143;48.945;5 avenue du général de gaulle, maisons-laffitte;5 avenue de saint-germain, maisons-laffitte;5 avenue de longueil, maisons-laffitte;5 avenue lavoisier, maisons-laffitte;;
297;129, rue lauriston, paris;129 rue laur;2.285;48.865;129 rue lauriston, paris;129 rue lauriston, paris;;;;
298;1, rue du petit pont, paris;1 rue du petit po;2.347;48.853;1 rue du petit pont, paris;;;;;
299;28, quai saint-jean, blois;28 quai saint;1.341;47.589;28 quai saint-jean, blois;;;;;
300;5, rue michelet, dijon;5 rue mich;5.036;47.321;5 rue michelet, dijon;5 rue michel servet, dijon;;;;
301;3 rue montalembert, paris;3 rue montal;2.328;48.857;3 rue montalembert, paris;;;;;
302;6 rue du port, giffaumont-champaubert;6 rue du po;4.759;48.552;;;;;;
303;261, avenue gambetta, paris;261 avenue gamb;2.407;48.877;261 avenue gambetta, paris;;;;;
304;25, montée cardinal decourtray, lyon;25 montée cardinal decou;4.822;45.762;;;;;;
305;83, rue laugier, paris;83 rue lau;2.291;48.885;83 rue laugier, paris;;;;;
306;maison neuve vouzan, 16410 vouzan;maison neuve vou;0.344;45.582;;;;;;
307;5 rue de la paix, paris;5 rue de la pa;2.331;48.869;5 rue de la paix, paris;3/5 rue de la paix, paris;;;;
308;97, rue de charonne, paris;97 rue de char;2.383;48.854;97 rue de charonne, paris;;;;;
309;23, rue d'aguesseau, boulogne-billancourt;23 rue d'agu;2.236;48.844;23 rue d'aguesseau, boulogne-billancourt;;;;;
310;1 bis, rue des colonels renard, paris;1 bis rue des colonels ren;2.291;48.878;;;;;;
311;355 rue du centre aéré, saint-paul-lès-dax;355 rue du centre aé;-1.063;43.729;355 rue du centre aère, saint-paul-lès-dax;;;;;
312;place granet, belgentier;place gra;6;43.245;1 place édouard granet, belgentier;5133 place édouard granet, belgentier;9100 place édouard granet, belgentier;5000 place édouard granet, belgentier;150 place édouard granet, belgentier;
313;46 rue des vignoles, paris;46 rue des vign;2.401;48.854;46 rue des vignoles, paris;;;;;
314;119-121 avenue pierre brossolette, montrouge;119-121 avenue pierre bross;2.307;48.817;;;;;;
315;59, rue servan, paris;59 rue ser;2.381;48.864;59 rue servan, paris;;;;;
316;2 rue fénelon, tournus;2 rue fén;4.909;46.565;2 rue fénelon, tournus;;;;;
317;16 rue des archives, paris;16 rue des arch;2.355;48.858;16 rue des archives, paris;;;;;
318;allée jacques duclos, boulazac;allée jacques duc;0.777;45.185;;;;;;
319;13, rue louison bobet, biarritz;13 rue louison bo;-1.554;43.488;13 rue louison bobet, biarritz;;;;;
320;33, avenue de la mouscane, montech;33 avenue de la mous;1.241;43.963;;;;;;
321;66 rue grande, moret-sur-loing;66 rue gra;2.818;48.373;66 rue grande, moret-sur-loing;66 rue grande (moret-sur-loing), moret-sur-loing;;;;
322;15 rue letort, paris;15 rue let;2.343;48.894;15 rue letort, paris;;;;;
323;4 rue saint-laurent, paris;4 rue saint-;2.359;48.876;4 rue saint-laurent, paris;4 rue de saint-quentin, paris;;;;
324;34, place aux huiles, marseille;34 place aux hui;5.372;43.292;34 place aux huiles, marseille;34 place vivaux, marseille;;;;
325;13 rue de la fontaine de chalet, massiac;13 rue de la fontaine de cha;3.201;45.274;13 rue de la fontaine de chalet, undefined;;;;;
326;domaine de massane, baillargues;domaine de mas;4.005;43.649;;;;;;
327;26 rue pierre brossolette, asnières-sur-oise;26 rue pierre bross;2.355;49.132;26 rue pierre brossolette, viarmes;;;;;
328;186 avenue charles de gaulle, neuilly-sur-seine;186 avenue charles de gau;2.258;48.886;186 avenue charles de gaulle, neuilly-sur-seine;;;;;
329;9 rue du grand pré, lourmarin;9 rue du grand p;5.364;43.765;9 rue du grand pré, lourmarin;;;;;
330;36 rue saint-georges, rennes;36 rue saint-;-1.676;48.112;36 rue saint-georges, rennes;36 rue saint-melaine, rennes;36 rue saint-malo, rennes;36 rue de saint-malo, rennes;;
331;37 boulevard du général leclerc, roubaix;37 boulevard du général lec;3.177;50.69;37 boulevard du général leclerc, roubaix;;;;;
332;115 rue jules ferry, saint-brieuc;115 rue jules fe;-2.77;48.5;115 rue jules ferry, saint-brieuc;;;;;
333;1 rue du pontin, nice;1 rue du pon;7.275;43.697;1 rue du pontin, nice;1 rue du pont vieux, nice;;;;
334;33, rue de la chapelle saint martin, haute-goulaine;33 rue de la chapelle saint mar;-1.43;47.191;33 rue de la chapelle saint-martin, undefined;;;;;
335;22, avenue puvis de chavannes, courbevoie;22 avenue puvis de chav;2.234;48.899;22 avenue puvis de chavannes, courbevoie;22 avenue de l'arche, courbevoie;;;;
336;2, rue des trois bornes, paris;2 rue des trois bor;2.372;48.866;2 rue des trois bornes, paris;;;;;
337;108, avenue de nice, cagnes-sur-mer;108 avenue de ni;7.177;43.661;108 avenue de nice, cagnes-sur-mer;;;;;
338;30 avenue du maréchal de lattre de tassigny, pessac;30 avenue du maréchal de lattre de tass;-0.694;44.78;30 avenue du maréchal de lattre de tassigny, pessac;30 avenue de verdun, cestas;30 avenue du port aérien, pessac;;;
339;2, place de l'hôpital, lyon;2 place de l'hô;4.836;45.759;2 place de l'hôpital, lyon;2 place amédée bonnet, lyon;2 place pascalon, lyon;2 place des célestins, lyon;2 place antonin poncet, lyon;
340;138 quai du port, marseille;138 quai du po;5.367;43.296;138 quai du port, marseille;;;;;
341;52 avenue de la porte de villiers, levallois-perret;52 avenue de la porte de vill;2.284;48.886;52 avenue de la porte de villiers, levallois-perret;;;;;
342;32, place de provence, guillaumes;32 place de prov;6.853;44.09;32 place de provence, undefined;;;;;
343;35, rue du loup, bordeaux;35 rue du lo;-0.573;44.838;35 rue du loup, bordeaux;;;;;
344;73, avenue marceau, paris;73 avenue mar;2.297;48.871;73 avenue marceau, paris;;;;;
345;rue des frênes, pannes;rue des frê;2.668;47.992;325 rue des frênes, undefined;425 rue des frênes, undefined;365 rue des frênes, undefined;420 rue des frênes, undefined;350 rue des frênes, undefined;
346;3, rue du pas saint-georges, bordeaux;3 rue du pas saint-;-0.572;44.84;3 rue du passage saint-georges, bordeaux;;;;;
347;10, cours gambetta, tarbes;10 cours gamb;0.073;43.232;10 cours gambetta, tarbes;;;;;
348;1 rue alfred nobel, sainte-marie;1 rue alfred no;3.024;42.731;1 rue alfred nobel, sainte-marie;;;;;
349;34 rue de verdun, suresnes;34 rue de ver;2.229;48.873;34 rue de verdun, suresnes;;;;;
350;62 rue breteuil, marseille;62 rue bret;5.377;43.288;62 rue breteuil, marseille;;;;;
351;3, place sainte catherine, lille;3 place sainte cath;3.057;50.639;3 place jacques louchart, lille;3 place pierre mendès france, lille;3 place gilleson, lille;3 place aux oignons, lille;;
352;219 boulevard de tournai, villeneuve-d'ascq;219 boulevard de tou;3.133;50.613;219 boulevard de tournai, villeneuve-d'ascq;;;;;
353;20 place bellecour, lyon;20 place bell;4.833;45.756;20 place bellecour, lyon;20 place antonin poncet, lyon;;;;
354;3 avenue de bohlen, vaulx-en-velin;3 avenue de boh;4.921;45.765;3 avenue de bohlen, vaulx-en-velin;3 avenue ampère, villeurbanne;3 avenue des canuts, vaulx-en-velin;;;
355;561, route du bout fleuri, paluel;561 route du bout fle;0.649;49.845;561 route du bout fleuri, undefined;;;;;
356;34, rue etienne d'orves, le pré-saint-gervais;34 rue etienne d'o;2.401;48.886;;;;;;
357;87 rue jean de la fontaine, paris;87 rue jean de la font;2.265;48.848;87 rue jean de la fontaine, paris;;;;;
358;69, rue de croulebarbe, paris;69 rue de croul;2.349;48.831;69 rue de croulebarbe, paris;;;;;
359;51 rue de merlan, noisy-le-sec;51 rue de mer;2.466;48.891;51 rue de merlan, noisy-le-sec;;;;;
360;13 rue des filatiers, toulouse;13 rue des fila;1.444;43.598;13 rue des filatiers, toulouse;;;;;
361;2 boulevard de la république, saint-cloud;2 boulevard de la répub;2.208;48.843;2 boulevard de la république, saint-cloud;;;;;
362;212 bis boulevard pereire, paris;212 bis boulevard per;2.287;48.88;;;;;;
363;6 avenue charles de gaulle, rochefort;6 avenue charles de gau;-0.96;45.935;6 avenue charles de gaulle, rochefort;6 avenue lafayette, rochefort;6 avenue de la fosse aux mats, rochefort;63-65 avenue charles de gaulle, rochefort;;
364;158 rue de bourgogne, orléans;158 rue de bour;1.912;47.901;158 rue de bourgogne, orleans;;;;;
365;148 boulevard jean jaurès, houilles;148 boulevard jean jau;2.204;48.922;148 boulevard jean jaurès, houilles;;;;;
366;173, boulevard saint-germain, paris;173 boulevard saint-;2.331;48.854;173 boulevard saint-germain, paris;;;;;
367;13, rue maréchal joffre, aix-en-provence;13 rue maréchal jof;5.453;43.527;13 rue maréchal joffre, aix-en-provence;;;;;
368;6, rue papillon, paris;6 rue papi;2.348;48.876;6 rue papillon, paris;;;;;
369;18, boulevard aristide briand, suresnes;18 boulevard aristide bri;2.202;48.863;18 boulevard aristide briand, suresnes;;;;;
370;2622 rue de lille, sainghin-en-mélantois;2622 rue de li;3.153;50.592;2622 rue de lille, villeneuve-d'ascq;;;;;
371;161 rue du levant, calvisson;161 rue du lev;4.202;43.783;161 rue du levant, calvisson;;;;;
372;1, rue montesquieu, nantes;1 rue monte;-1.566;47.213;1 rue montesquieu, nantes;;;;;
373;874, promenade charles de gaulle, six-fours-les-plages;874 promenade charles de gau;5.843;43.093;;;;;;
374;102 avenue des nations, yutz;102 avenue des nat;6.196;49.362;102 avenue des nations, yutz;;;;;
375;5 rue du maréchal juin, strasbourg;5 rue du maréchal ju;7.76;48.578;5 rue du maréchal juin, strasbourg;;;;;
376;13 place du concert, lille;13 place du con;3.061;50.642;13 place du concert, lille;13 place louise de bettignies, lille;13 place du lion d'or, lille;13 place des patiniers, lille;13 place jacques louchart, lille;
377;4 rue des brioleurs, saint-gatien-des-bois;4 rue des brio;0.19;49.347;4 rue des brioleurs, saint-gatien-des-bois;;;;;
378;16 rue des blanchers, toulouse;16 rue des blan;1.438;43.602;16 rue des blanchers, toulouse;;;;;
379;80b rue de la république, aubagne;80b rue de la répub;5.571;43.29;80b rue de la république, aubagne en provence;;;;;
380;1 rue keller, paris;1 rue kel;2.377;48.854;1 rue keller, paris;;;;;
381;81 rue léon frot, paris;81 rue léon fr;2.384;48.858;81 rue léon frot, paris;;;;;
382;108, boulevard du montparnasse, paris;108 boulevard du montpa;2.329;48.842;108 boulevard du montparnasse, paris;108 boulevard raspail, paris;;;;
383;1, chemin de vilaine, buzançais;1 chemin de vil;1.422;46.889;;;;;;
384;chemin du chêne, civrieux-d&#39;azergues;chemin du ch;4.707;45.858;14 chemin du chêne, civrieux-d'azergues;10 chemin du chêne, civrieux-d'azergues;12 chemin du chêne, civrieux-d'azergues;3 chemin du chêne, civrieux-d'azergues;16 chemin du chêne, civrieux-d'azergues
385;5, place notre dame du mont, marseille;5 place notre dame du mo;5.384;43.292;5 place notre-dame du mont, marseille;5 place paul cézanne, marseille;5 place de rome, marseille;5 place félix baret, marseille;5 place jean jaurès, marseille;
386;69, rue des dames, paris;69 rue des da;2.321;48.884;69 rue des dames, paris;;;;;
387;129 cours de l&#39;argonne, bordeaux;129 cours de l&#39;;-0.577;44.827;;;;
388;231, avenue porte des alpes, le plan-du-var;231 avenue porte des al;7.197;43.858;231 avenue porte des alpes, undefined;;;;;
389;22, rue daubenton, paris;22 rue daub;2.354;48.841;22 rue daubenton, paris;;;;;
390;34 rue saint-barthélémy, melun;34 rue saint-ba;2.656;48.542;34 rue saint-barthélemy, melun;;;;;
391;9 place du vieux marché, rouen;9 place du vieux mar;1.088;49.443;9 place du vieux marche, rouen;9 place de la pucelle d'orléans, rouen;;;;
392;14, faubourg rivotte, besançon;14 faubourg riv;6.034;47.232;14 faubourg rivotte, besancon;;;;;
393;18, rue joseph vernet, avignon;18 rue joseph ver;4.804;43.95;18 rue joseph vernet, avignon;;;;;
394;69 rue guillaume puy, avignon;69 rue guillaume p;4.814;43.945;69 rue guillaume puy, avignon;;;;;
395;24 avenue de la république, paris;24 avenue de la répub;2.37;48.866;24 avenue de la république, paris;;;;;
396;1, rue damrémont, paris;1 rue damr;2.332;48.887;1 rue damrémont, paris;;;;;
397;64 rue daguerre, paris;64 rue dagu;2.327;48.835;64 rue daguerre, paris;;;;;
398;62 rue césaria évora, paris;62 rue césaria év;2.374;48.898;62 rue césaria évora, paris;62 rue cesaria evora, paris;;;;
399;39 avenue galois, bourg-la-reine;39 avenue gal;2.322;48.777;39 avenue galois, bourg-la-reine;39 avenue de la république, bourg-la-reine;39 avenue du petit chambord, bourg-la-reine;39 avenue de lattre de tassigny, bourg-la-reine;39 avenue du château, bourg-la-reine;
400;45 rue brancion, paris;45 rue bran;2.304;48.834;45 rue brancion, paris;;;;;
401;5 rue ambroise pauffert, neuville-sur-saône;5 rue ambroise pauf;4.84;45.876;5 rue ambroise pauffert, neuville-sur-saône;;;;;
402;5 impasse des sables, merry-sur-yonne;5 impasse des sab;3.646;47.563;5 impasse des sables, undefined;;;;;
403;89 rue lemercier, paris;89 rue leme;2.32;48.889;89 rue lemercier, paris;;;;;
404;21, avenue baille, marseille;21 avenue bai;5.387;43.287;21 avenue de toulon, marseille;21 avenue du prado, marseille;21 avenue de corinthe, marseille;;;
405;17 rue carnot, bois-colombes;17 rue car;2.269;48.914;17 rue carnot, bois-colombes;;;;;
406;8, rue saint-hilaire ( la-varenne-saint-hilaire), saint-maur-des-fossés;8 rue saint-hilaire ( la-varenne-s;2.514;48.793;;;;;;
407;97 avenue d'aquitaine, sainte-eulalie, france, carbon-blanc;97 avenue d'aquitaine sainte-eulalie, fra;-0.507;44.891;;;;;;
408;8 rue du doyenné, le mans;8 rue du doy;0.198;48.009;8 rue du doyenne, le mans;;;;;
409;123 rue des landes, plaisance-du-touch;123 rue des lan;1.247;43.552;;;;;;
410;52 rue la fayette, paris;52 rue la fay;2.341;48.875;52 rue la fayette, paris;;;;;
411;95 rue montaigne, marseille;95 rue mont;5.417;43.304;;;;;;
412;28 avenue de paris, soisy-sous-montmorency;28 avenue de pa;2.293;48.99;28 avenue de paris, soisy-sous-montmorency;28 avenue des violettes, soisy-sous-montmorency;28 avenue des bleuets, soisy-sous-montmorency;28 avenue des myosotis, soisy-sous-montmorency;28 avenue du muguet, soisy-sous-montmorency;
413;130 quai du port, marseille;130 quai du po;5.368;43.296;130 quai du port, marseille;;;;;
414;15 boulevard de la corniche, annecy, france, annecy;15 boulevard de la corniche annecy, fra;6.137;45.89;;;;;;
415;13, boulevard carnot, valbonne;13 boulevard car;7.008;43.642;13 boulevard carnot, valbonne;;;;;
416;42 route de galice, aix-en-provence, france, 13090 aix-en-provence;42 route de galice aix-en-provence, fra;5.425;43.531;;;;;;
417;17, rue saint-rémi, bordeaux;17 rue saint;-0.571;44.841;17 rue saint-rémi, bordeaux;17 rue parlement saint-pierre, bordeaux;17 rue saint-siméon, bordeaux;17 rue sainte-colombe, bordeaux;17 rue saint-james, bordeaux;
418;3 rue amédée viii de savoie, saint-julien-en-genevois;3 rue amédée viii de sav;6.081;46.144;3 rue amédée viii de savoie, saint-julien-en-genevois;;;;;
419;80, rue meynadier le suquet, cannes;80 rue meynadier le suq;7.012;43.552;;;;;;
420;140 avenue de saint-ouen, paris;140 avenue de saint;2.329;48.896;140 avenue de saint-ouen, paris;;;;;
421;11 rue charles pierrugues, mandelieu-la-napoule;11 rue charles pierr;6.941;43.523;11 rue charles pierrugues, mandelieu-la-napoule;;;;;
422;35 rue de la roquette, paris-11e-arrondissement;35 rue de la roqu;2.373;48.855;35 rue de la roquette, paris;;;;;
423;rue des arceaux, angoulême;rue des arc;0.158;45.649;14 rue des arceaux, angulema;12 rue des arceaux, angulema;9 rue des arceaux, angulema;5 rue des arceaux, angulema;2 rue des arceaux, angulema;
424;20, rue des halles, paris;20 rue des hal;2.346;48.86;20 rue des halles, paris;;;;;
425;59, rue boulainvilliers, paris;59 rue boulain;2.275;48.858;59 rue de boulainvilliers, paris;;;;;
426;55, rue du faubourg montmartre, paris;55 rue du faubourg montm;2.34;48.876;55 rue du faubourg montmartre, paris;;;;;
427;7 avenue de saint-germain, maisons-laffitte;7 avenue de saint-;2.144;48.945;7 avenue de saint-germain, maisons-laffitte;7 avenue du général de gaulle, maisons-laffitte;7 avenue de longueil, maisons-laffitte;7 avenue lavoisier, maisons-laffitte;7 avenue tronchet, maisons-laffitte;
428;104, rue de lille, mouvaux;104 rue de li;3.132;50.699;104 rue de lille, mouvaux;;;;;
429;602 rue louis saint-just, saint-maximin;602 rue louis saint;2.472;49.245;602 rue louis saint-just, creil;;;;;
430;2, place de lisbonne - centre commercial odysseum, montpellier;2 place de lisbonne - centre commercial odys;3.92;43.605;2 place de lisbonne, montpellier;;;;;
431;58, rue vasco de gama, paris;58 rue vasco de ga;2.284;48.836;58 rue vasco de gama, paris;;;;;
432;10 rue des tonneliers, bayonne;10 rue des tonne;-1.474;43.49;10 rue des tonneliers, bayonne;;;;;
433;40 route de frangy, meythet;40 route de fra;6.092;45.915;40 route de frangy, meythet;;;;;
434;153 rue de lourmel, paris, france, paris;153 rue de lourmel paris, fra;2.284;48.84;;;;;;
435;29 rue de l'exposition, paris;29 rue de l'expo;2.303;48.857;29 rue de l'exposition, paris;;;;;
436;309 rue de la belle étoile zac de roissy paris nord 2, roissy-en-france;309 rue de la belle étoile zac de roissy paris nord ;2.512;48.989;;;;;;
438;2 place de la chapelle neuve, montpellier;2 place de la chapelle ne;3.879;43.613;2 place de la chapelle neuve, montpellier;2 place pétrarque, montpellier;2 place du marche aux fleurs, montpellier;2 place jean jaurès, montpellier;2 place des beaux-arts, montpellier;
439;4 cours jean jaurès, grenoble;4 cours jean jau;5.72;45.192;4 cours jean jaurès, grenoble;;;;;
440;3 rue basse, verneuil-sur-seine;3 rue ba;1.976;48.981;3 rue basse, verneuil-sur-seine;3 rue de bazincourt, verneuil-sur-seine;;;;
441;8, rue majour, brive-la-gaillarde;8 rue maj;1.532;45.16;8 rue majour, brive-la-gaillarde;;;;;
442;3, rue des faussets, bordeaux;3 rue des faus;-0.57;44.841;3 rue des faussets, bordeaux;;;;;
443;2 rue ramey, paris;2 rue ra;2.348;48.887;2 rue ramey, paris;;;;;
444;38, rue de cambrai, lille;38 rue de cam;3.071;50.624;38 rue de cambrai, lille;;;;;
445;22 place henri brousse, meudon;22 place henri bro;2.241;48.808;;;;;;
446;36 rue de bagnolet, paris;36 rue de bagn;2.398;48.857;36 rue de bagnolet, paris;;;;;
447;43, rue castillon, toulon;43 rue cast;5.94;43.11;43 rue castillon, toulon;;;;;
448;37 6-39, rue pierre-henri mauger, contres;37 6-39 rue pierre-henri mau;1.429;47.419;;;;;;
449;30 passage de la bourgade, biot;30 passage de la bour;7.097;43.628;30 passage de la bourgade, biot;;;;;
450;168 cours berriat, grenoble;168 cours ber;5.705;45.189;168 cours berriat, grenoble;;;;;
451;20 place charles de gaulle, saint-germain-en-laye;20 place charles de gau;2.095;48.897;20 place charles de gaulle, saint-germain-en-laye;;;;;
452;132 rue lecourbe, paris;132 rue leco;2.301;48.842;132 rue lecourbe, paris;;;;;
453;90 cours de vincennes, paris;90 cours de vinc;2.407;48.847;90 cours de vincennes, paris;;;;;
454;27 avenue armand guillebaud, antony;27 avenue armand guill;2.307;48.749;27 avenue armand guillebaud, antony;27 avenue du 11 novembre, antony;27 avenue des giroflées, antony;27 avenue rené morin, antony;27 avenue jules ferry, antony;
455;6, rue etienne marcel, paris;6 rue etienne mar;2.35;48.864;6 rue etienne marcel, paris;6 rue étienne marcel, paris;;;;
