id;ref address;query;query lon;query lat;result 1;result 2;result 3;result 4;result 5;
135;26, avenue des champs elysées, paris;elysées;2.309;48.869;9 rond-point des champs élysées-marcel dassault, paris;15 avenue des champs-élysées, paris;7 rond-point des champs élysées-marcel dassault, paris;17 avenue des champs-élysées, paris;18 avenue des champs élysées, paris;
136;4 boulevard de port-royal, paris;port-royal;2.351;48.837;4 boulevard de port-royal, paris;2 boulevard de port-royal, paris;6 boulevard de port-royal, paris;8 boulevard de port-royal, paris;1 boulevard de port-royal, paris;
137;25 rue jeanne d'arc, saint-quay-portrieux;d'arc;-2.838;48.654;29 rue jeanne d'arc, portrieux;27 rue jeanne d'arc, portrieux;25 rue jeanne d'arc, portrieux;31 rue jeanne d'arc, portrieux;5499 rue jeanne d'arc, portrieux;
138;19 rue georges clemenceau, saint-quay-portrieux;clemenceau;-2.829;48.647;14 rue georges clemenceau, portrieux;16 rue georges clemenceau, portrieux;18 rue georges clemenceau, portrieux;12 rue georges clemenceau, portrieux;20 rue georges clemenceau, portrieux;
139;route de murs, null gordes;murs;5.203;43.92;5189 route de murs, undefined;5809 route de murs, gordes;6844 route de murs, gordes;5191 route de murs, gordes;5193 route de murs, gordes;
140;118 rue véron, alfortville;véron;2.415;48.808;135 rue véron, alfortville;135 bis rue véron, alfortville;108 rue véron, alfortville;108 quater rue véron, alfortville;131 rue véron, alfortville;
141;12, quai marc seguin, tournon-sur-rhône;seguin;4.834;45.068;14 quai marc seguin, tournon-sur-rhône;16 quai marc seguin, tournon-sur-rhône;12 quai marc seguin, tournon-sur-rhône;10 quai marc seguin, tournon-sur-rhône;8 quai marc seguin, tournon-sur-rhône;
142;1 rue pierre brossolette, le plessis-bouchard;brossolette;2.236;49.001;1 rue pierre brossolette, le plessis-bouchard;9001 rue pierre brossolette, le plessis-bouchard;2 rue pierre brossolette, le plessis-bouchard;3 rue pierre brossolette, le plessis-bouchard;4 rue pierre brossolette, le plessis-bouchard;
143;25, place de bethune, lille;bethune;3.062;50.633;10 place de béthune, lille;12 place de béthune, lille;2 place de béthune, lille;4 place de béthune, lille;6 place de béthune, lille;
144;3 avenue de la république, paris;république;2.367;48.867;3 avenue de la république, paris;1b avenue de la république, paris;1 avenue de la république, paris;12 avenue de la république, paris;10 avenue de la république, paris;
145;3212 chemin de tanvol, viriat;tanvol;5.265;46.24;3200 chemin de tanvol, undefined;3212 chemin de tanvol, undefined;6246 carrefour de tanvol, undefined;3156 chemin de tanvol, undefined;3118 chemin de tanvol, undefined;
146;61, rue des trois frères, paris;frères;2.338;48.886;60 rue des 3 frères, paris;58 rue des 3 frères, paris;63 rue des 3 frères, paris;56 rue des 3 frères, paris;56 rue des trois frères, paris;
147;52 rue de genève, ferney-voltaire;genève;6.115;46.253;50 rue de genève, ferney-voltaire;50 rue de geneve, ferney-voltaire;52 rue de genève, ferney-voltaire;52 rue de geneve, ferney-voltaire;49 rue de geneve, ferney-voltaire;
148;caillau, vire-sur-lot;caillau;1.101;44.48;5946 le caillau, undefined;5170 le caillau, undefined;5077 le caillau, undefined;5134 le caillau, undefined;5197 le caillau, undefined;
149;18 rue de paris, charenton-le-pont;paris;2.419;48.819;16 rue de paris, charenton-le-pont;14 rue de paris, charenton-le-pont;12 rue de paris, charenton-le-pont;18 rue de paris, charenton-le-pont;10 rue de paris, charenton-le-pont;
150;place diana, la grande-motte;diana;4.091;43.557;38 place diana, la grande-motte;47 place diana, la grande-motte;43 place diana, la grande-motte;51 place diana, la grande-motte;39 place diana, la grande-motte;
151;28 rue kuhn, strasbourg;kuhn;7.737;48.585;28 rue kuhn, strasbourg;26 rue kuhn, strasbourg;19 rue kuhn, strasbourg;17 rue kuhn, strasbourg;24 rue kuhn, strasbourg;
152;9 place du concert, lille;concert;3.061;50.642;7 place du concert, lille;9 place du concert, lille;5 place du concert, lille;11 place du concert, lille;13 place du concert, lille;
153;10 rue brochant, paris;brochant;2.318;48.888;8 rue brochant, paris;10 rue brochant, paris;6 rue brochant, paris;4 rue brochant, paris;12 rue brochant, paris;
154;103 rue la boétie, paris;boétie;2.307;48.871;107 rue la boétie, paris;109 rue la boétie, paris;120 rue la boétie, paris;122 rue la boétie, paris;103 rue la boétie, paris;
155;79 rue saint-dominique, paris;saint-dominique;2.309;48.86;58 rue saint-dominique, paris;60 rue saint-dominique, paris;56 rue saint-dominique, paris;62 rue saint-dominique, paris;75 rue saint-dominique, paris;
156;1 place des marronniers, montbazon;marronniers;0.713;47.287;6 place des marronniers, montbazon;2 place des marronniers, montbazon;1 place des marronniers, montbazon;6398 place des marronniers, montbazon;10 place des marronniers, montbazon;
157;33 rue guersant, paris;guersant;2.289;48.882;34 rue guersant, paris;36 rue guersant, paris;39 rue guersant, paris;37 rue guersant, paris;35 rue guersant, paris;
158;6 boulevard du général de gaulle, draveil;gaulle;2.392;48.688;4 boulevard du général de gaulle, montgeron;6 boulevard du général de gaulle, montgeron;5 boulevard du général de gaulle, montgeron;2 boulevard du général de gaulle, montgeron;8 boulevard du général de gaulle, montgeron;
159;17 avenue du bel air, paris;air;2.397;48.846;9 avenue du bel air, paris;13 avenue du bel air, paris;11 avenue du bel air, paris;15 avenue du bel air, paris;7 avenue du bel air, paris;
160;avenue eugène donadeï, saint-laurent-du-var;donadeï;7.195;43.66;180 avenue eugène donadei, saint-laurent-du-var;188 avenue eugène donadei, saint-laurent-du-var;135 avenue eugène donadei, saint-laurent-du-var;194 avenue eugène donadei, saint-laurent-du-var;120 avenue eugène donadei, saint-laurent-du-var;
161;12 rue neuve, lyon, france, lyon;france;4.835;45.765;;;;;;
162;10, route d'etrez, montrevel-en-bresse;d'etrez;5.13;46.336;6 route d'étrez, montrevel-en-bresse;16 route d'étrez, montrevel-en-bresse;18 route d'étrez, montrevel-en-bresse;23 route d'étrez, montrevel-en-bresse;12 route d'étrez, montrevel-en-bresse;
163;22 rue merigonde, castres;merigonde;2.254;43.602;22 rue merigonde, castres;18 rue merigonde, castres;26 rue merigonde, castres;16 rue merigonde, castres;28 rue merigonde, castres;
164;10 allée des tullistes, écully;tullistes;4.779;45.775;10 allée des tullistes, écully;12 allée des tullistes, écully;8 allée des tullistes, écully;2 allée des tullistes, écully;6 allée des tullistes, écully;
165;4 rue jacques manuel, perpignan;manuel;2.895;42.7;1 rue jacques manuel, perpignan;2 rue jacques manuel, perpignan;4 rue jacques manuel, perpignan;;;
166;85 avenue kléber, paris;kléber;2.289;48.864;87 avenue kléber, paris;89 avenue kléber, paris;85 avenue kléber, paris;85 avenue kléber, paris;91 avenue kléber, paris;
167;5, avenue villermont, nice;villermont;7.265;43.709;5 avenue villermont, nice;3 avenue villermont, nice;4 avenue villermont, nice;7 avenue villermont, nice;6 avenue villermont, nice;
168;74 quai des orfèvres, paris;orfèvres;2.342;48.857;74 quai des orfèvres, paris;72 quai des orfèvres, paris;76 quai des orfèvres, paris;70 quai des orfèvres, paris;68 quai des orfèvres, paris;
169;81, rue de rochechouart, paris;rochechouart;2.347;48.882;76 rue de rochechouart, paris;78 rue de rochechouart, paris;74 rue de rochechouart, paris;80 rue de rochechouart, paris;79 rue de rochechouart, paris;
170;113, grande rue de la guillotière, lyon;guillotière;4.848;45.751;106 grande rue de la guillotière, lyon;106 grand-rue de la guillotière, lyon;107 grand-rue de la guillotière, lyon;107 grande rue de la guillotière, lyon;104 grande rue de la guillotière, lyon;
171;10, rue des verriers, lyon;verriers;4.837;45.743;9 rue des verriers, lyon;15 rue des verriers, lyon;7 rue des verriers, lyon;19 rue des verriers, lyon;12 rue des verriers, lyon;
172;15 boulevard denys puech, rodez;puech;2.578;44.35;9 boulevard denys puech, rodez;11 boulevard denys puech, rodez;7 boulevard denys puech, rodez;13 boulevard denys puech, rodez;10 boulevard denys puech, rodez;
173;45 espl. du maréchal leclerc, ardres;leclerc;1.978;50.853;33 esplanade du maréchal leclerc, ardres;25 esplanade du maréchal leclerc, ardres;45 esplanade du maréchal leclerc, ardres;21 esplanade du maréchal leclerc, ardres;13 esplanade du maréchal leclerc, ardres;
174;le jarier d'ancenis - d723, ancenis;d723;-1.141;47.378;;;;;;
175;27 rue richer, paris;richer;2.345;48.874;27 rue richer, paris;30 rue richer, paris;32 rue richer, paris;29 rue richer, paris;25 rue richer, paris;
176;2a, route de lyon, brignais;lyon;4.771;45.678;9001 route de lyon, brignais;8 route de lyon, brignais;4 route de lyon, brignais;7 route de lyon, brignais;2 route de lyon, brignais;
177;45/47, rue albert rémy, ris-orangis;rémy;2.408;48.657;28 rue albert rémy, ris-orangis;26 rue albert rémy, ris-orangis;30 rue albert rémy, ris-orangis;31 rue albert rémy, ris-orangis;24 rue albert rémy, ris-orangis;
178;9 avenue du général de gaulle, vélizy-villacoublay;gaulle;2.184;48.785;6 avenue du général de gaulle, vélizy-villacoublay;8 avenue du général de gaulle, vélizy-villacoublay;4 avenue du général de gaulle, vélizy-villacoublay;10 avenue du général de gaulle, vélizy-villacoublay;11 avenue du général de gaulle, vélizy-villacoublay;
179;2, place saint germain, sully-sur-loire;germain;2.368;47.767;64 rue du faubourg saint-germain, sully-sur-loire;4 place saint-germain, sully-sur-loire;52 rue du faubourg saint-germain, sully-sur-loire;6 place saint-germain, sully-sur-loire;2 place saint-germain, sully-sur-loire;
180;le guiben, camors;guiben;-3.01;47.8;5803 le guiben, undefined;6839 le guiben, undefined;;;;
181;11b rue massenet, nice;massenet;7.264;43.696;11 rue massenet, nice;9 rue massenet, nice;11b rue massenet, nice;0 rue massenet, nice;8 rue massenet, nice;
182;place auguste baret, châteauneuf-le-rouge;baret;5.567;43.489;5467 place auguste baret, châteauneuf-le-rouge;;;;;
183;17 place de l hôtel de ville, tournus;ville;4.912;46.562;14 place de l'hôtel de ville, tournus;12 place de l'hôtel de ville, tournus;10 place de l'hôtel de ville, tournus;8 place de l'hôtel de ville, tournus;6 place de l'hôtel de ville, tournus;
184;7 allée des marettes, bourgoin-jallieu;marettes;5.278;45.585;18 rue des marettes, bourgoin-jallieu;18 allée des marettes, bourgoin-jallieu;1 allée des marettes, bourgoin-jallieu;3 allée des marettes, bourgoin-jallieu;20 rue des marettes, bourgoin-jallieu;
185;49 cours marc-antoine brillier, vienne;brillier;4.873;45.522;45 cours brillier, vienne;49 cours brillier, vienne;47 cours brillier, vienne;55 cours brillier, vienne;51 cours brillier, vienne;
186;16 rue sedaine, paris;sedaine;2.372;48.856;13 rue sedaine, paris;11 rue sedaine, paris;16 rue sedaine, paris;9 rue sedaine, paris;18 rue sedaine, paris;
187;11, faubourg saint-michel, guérande;saint-michel;-2.426;47.327;11 faubourg saint-michel, guérande;17 faubourg saint-michel, guérande;9 faubourg saint-michel, guérande;12 faubourg saint-michel, guérande;10 faubourg saint-michel, guérande;
188;22 rue pairolière, nice;pairolière;7.279;43.7;10 rue pairolière, nice;14 rue pairolière, nice;8 rue pairolière, nice;16 rue pairolière, nice;5 rue pairolière, nice;
189;22, rue de ribosi domaine des duc, léguevin;duc;1.257;43.603;;;;;;
190;37, rue malar, paris;malar;2.306;48.86;22 rue malar, paris;33 rue malar, paris;31 rue malar, paris;20 rue malar, paris;24 rue malar, paris;
191;45 rue saint-charles, toulouse;saint-charles;1.442;43.61;35 rue saint-charles, toulouse;33 rue saint-charles, toulouse;37 rue saint-charles, toulouse;31 rue saint-charles, toulouse;29 rue saint-charles, toulouse;
192;rue intérieure, paris;intérieure;2.326;48.876;1 rue intérieure, paris;3 rue intérieure, paris;5 rue intérieure, paris;9001 rue intérieure, paris;9004 rue intérieure, paris;
193;16 rue de tolbiac, paris;tolbiac;2.375;48.83;10 rue de tolbiac, paris;12 rue de tolbiac, paris;14 rue de tolbiac, paris;9 rue de tolbiac, paris;7 rue de tolbiac, paris;
194;quai la pérouse, saint-laurent-du-var;pérouse;7.183;43.657;0 quai la pérouse, saint-laurent-du-var;;;;;
195;93 rue de la victoire, paris;victoire;2.331;48.875;90 rue de la victoire, paris;92 rue de la victoire, paris;91 rue de la victoire, paris;89 rue de la victoire, paris;88 rue de la victoire, paris;
196;31 avenue george v, paris;v;2.3;48.869;33 avenue george v, paris;31 avenue george v, paris;35 avenue george v, paris;37 avenue george v, paris;29 avenue george v, paris;
197;85, rue saint antoine, paris;antoine;2.363;48.854;71 rue saint-antoine, paris;73 rue saint-antoine, paris;69 rue saint-antoine, paris;75 rue saint-antoine, paris;67 rue saint-antoine, paris;
198;8 rue du plan d'agde, montpellier;d'agde;3.876;43.608;11 rue du plan d'agde, montpellier;13 rue du plan d'agde, montpellier;9 rue du plan d'agde, montpellier;14 rue du plan d'agde, montpellier;15 rue du plan d'agde, montpellier;
199;21 rue de l'horloge, riom;l'horloge;3.114;45.895;29 rue de l'horloge, riom;27 rue de l'horloge, riom;25 rue de l'horloge, riom;23 rue de l'horloge, riom;33 rue de l'horloge, riom;
200;99 rue de la pompe, paris;pompe;2.278;48.865;97 rue de la pompe, paris;95 rue de la pompe, paris;93 rue de la pompe, paris;91 rue de la pompe, paris;89 rue de la pompe, paris;
201;rue de l'ouest, le cannet;l'ouest;7.013;43.573;7 rue de l'ouest, le cannet;5 rue de l'ouest, le cannet;4 rue de l'ouest, le cannet;3 rue de l'ouest, le cannet;2 rue de l'ouest, le cannet;
202;78, rue rue haute saint maurice, chinon;maurice;0.24;47.167;1 rue saint-maurice, chinon;3 rue saint-maurice, chinon;5 rue saint-maurice, chinon;7 rue saint-maurice, chinon;9 rue saint-maurice, chinon;
203;68 bis, avenue jean moulin, paris;moulin;2.32;48.825;70 avenue jean moulin, paris;68 bis avenue jean moulin, paris;70 bis avenue jean moulin, paris;700 bis avenue jean moulin, paris;68 avenue jean moulin, paris;
204;104 rue de charonne, paris;charonne;2.385;48.854;104 rue de charonne, paris;102 rue de charonne, paris;106 rue de charonne, paris;102 rue de charonne, paris;106 rue de charonne, paris;
205;1 plage de l'estaque, marseille;l'estaque;5.317;43.36;6 plage de l'estaque, marseille;8 plage de l'estaque, marseille;4 plage de l'estaque, marseille;10 plage de l'estaque, marseille;2 plage de l'estaque, marseille;
206;6 rue victor hugo, pantin;hugo;2.402;48.895;10 rue victor hugo, pantin;8 rue victor hugo, pantin;6 rue victor hugo, pantin;16 rue victor hugo, pantin;12 rue victor hugo, pantin;
207;2 rue saint-michel, nancy;saint-michel;6.179;48.697;2 rue saint-michel, nancy;4 rue saint-michel, nancy;6 rue saint-michel, nancy;8 rue saint-michel, nancy;1 rue saint-michel, nancy;
208;20 avenue de la fossé des pressoirs, magny-le-hongre;pressoirs;2.807;48.871;20 avenue de la fosse des pressoirs, magny-le-hongre;20 avenue de la fosse des pressoirs, magny-le-hongre;10 avenue de la fosse des pressoirs, magny-le-hongre;1 avenue de la fosse des pressoirs, magny-le-hongre;40 avenue de la fosse des pressoirs, magny-le-hongre;
209;31 avenue jean bart, carry-le-rouet;bart;5.172;43.334;32 avenue jean bart, sausset-les-pins;34 avenue jean bart, sausset-les-pins;36 avenue jean bart, sausset-les-pins;29 avenue jean bart, sausset-les-pins;31 avenue jean bart, sausset-les-pins;
210;41, rue dauphine, paris;dauphine;2.339;48.854;51 rue dauphine, paris;53 rue dauphine, paris;49 rue dauphine, paris;55 rue dauphine, paris;57 rue dauphine, paris;
211;"lieu dit ""les terres rouges"", dizy";"rouges""";3.962;49.067;27 impasse des terres rouges, dizy;156 lotissement les terres rouges, dizy;170 lotissement les terres rouges, dizy;122 lotissement les terres rouges, dizy;145 lotissement les terres rouges, dizy;
212;1, avenue édouard vii, pau;vii;-0.359;43.297;6 avenue édouard vii, pau;8 avenue édouard vii, pau;10 avenue édouard vii, pau;12 avenue édouard vii, pau;4 avenue édouard vii, pau;
213;3, boulevard du maréchal de lattre de tassigny, saumur;tassigny;-0.089;47.262;51 boulevard du maréchal de lattre de tassigny, saumur;1 boulevard du maréchal de lattre de tassigny, saumur;;;;
214;24, rue de cotte, paris;cotte;2.378;48.85;27 rue de cotte, paris;18 rue de cotte, paris;25 rue de cotte, paris;20 rue de cotte, paris;29 rue de cotte, paris;
215;9, avenue du drapeau, dijon;drapeau;5.044;47.331;16 avenue du drapeau, dijon;18 avenue du drapeau, dijon;14 avenue du drapeau, dijon;20 avenue du drapeau, dijon;10 avenue du drapeau, dijon;
216;3 rue de l'isly, paris;l'isly;2.326;48.875;4 rue de l'isly, paris;6 rue de l'isly, paris;5 rue de l'isly, paris;3 rue de l'isly, paris;2 rue de l'isly, paris;
217;5 rue guy de maupassant, yvetot;maupassant;0.753;49.618;5 rue guy de maupassant, yvetot;9 rue guy de maupassant, yvetot;7 rue guy de maupassant, yvetot;1 rue guy de maupassant, yvetot;11 rue guy de maupassant, yvetot;
218;le bourg, vézac;bourg;1.164;44.836;;;;;;
219;9 quai du lazaret, marseille;lazaret;5.365;43.306;9 quai du lazaret, marseille;35 quai du lazaret, marseille;;;;
220;36 boulevard de la gare, saint-gratien;gare;2.285;48.964;40 boulevard de la gare, saint-gratien;42 boulevard de la gare, saint-gratien;35 boulevard de la gare, saint-gratien;29 boulevard de la gare, saint-gratien;0 boulevard de la gare, saint-gratien;
221;96 route du polygone, strasbourg;polygone;7.759;48.566;88 route du polygone, strasbourg;90 route du polygone, strasbourg;1 route du polygone, strasbourg;92 route du polygone, strasbourg;107 route du polygone, strasbourg;
222;9 rue denoyez, paris;denoyez;2.378;48.871;3 rue dénoyez, paris;5 rue dénoyez, paris;1 rue dénoyez, paris;7 rue dénoyez, paris;4 rue dénoyez, paris;
223;74 rue de france, nice;france;7.255;43.695;70 rue de france, nice;72 rue de france, nice;105 rue de france, nice;103 rue de france, nice;74 rue de france, nice;
224;11, passage central, mulhouse;central;7.341;47.748;21 passage central, mulhouse;19 passage central, mulhouse;23 passage central, mulhouse;25 passage central, mulhouse;27 passage central, mulhouse;
225;115 avenue de la division leclerc, enghien-les-bains;leclerc;2.31;48.973;117 avenue de la division leclerc, enghien-les-bains;152 avenue de la division leclerc, enghien-les-bains;115 avenue de la division leclerc, enghien-les-bains;156 avenue de la division leclerc, enghien-les-bains;119 avenue de la division leclerc, enghien-les-bains;
226;9 chemin canto cigalo, saint-rémy-de-provence;cigalo;4.841;43.785;5003 chemin canto cigalo, saint-rémy-de-provence;4 chemin canto cigalo, saint-rémy-de-provence;5002 chemin canto cigalo, saint-rémy-de-provence;9001 chemin canto cigalo, saint-rémy-de-provence;9 chemin canto cigalo, saint-rémy-de-provence;
227;105 avenue des célestins, vichy;célestins;3.43;46.126;103 avenue des célestins, vichy;101 avenue des célestins, vichy;105 avenue des célestins, vichy;99 avenue des célestins, vichy;107 avenue des célestins, vichy;
228;51 avenue du dr arnold netter, paris;netter;2.405;48.844;47 avenue du docteur arnold netter, paris;49 avenue du docteur arnold netter, paris;47p avenue du docteur arnold netter, paris;51 avenue du docteur arnold netter, paris;45 avenue du docteur arnold netter, paris;
229;18, rue des combattants, la ciotat;combattants;5.608;43.174;14 rue des combattants, la ciotat;17 rue des combattants, la ciotat;12 rue des combattants, la ciotat;15 rue des combattants, la ciotat;18 rue des combattants, la ciotat;
230;17, rue des petits-champs, paris;petits-champs;2.338;48.866;;;;;;
231;94 rue du général de gaulle, village-neuf;gaulle;7.571;47.605;90 rue du général de gaulle, basel;94 rue du général de gaulle, basel;92 rue du général de gaulle, basel;88 rue du général de gaulle, basel;85 rue du général de gaulle, basel;
233;6, place sainte marie, rully;marie;4.74;46.875;4 place sainte-marie, rully;7 place sainte-marie, rully;5 place sainte-marie, rully;3 place sainte-marie, rully;1 place sainte-marie, rully;
234;3, rue du marais, villers-saint-paul;marais;-1.619;48.113;1 rue du petit marais, cesson-sévigné;14 rue du petit marais, cesson-sévigné;4 rue du petit marais, cesson-sévigné;2 rue du petit marais, cesson-sévigné;1a rue du petit marais, cesson-sévigné;
235;14 avenue claude vellefaux, paris;vellefaux;2.37;48.873;16 avenue claude vellefaux, paris;14 avenue claude vellefaux, paris;1 avenue claude vellefaux, paris;18 avenue claude vellefaux, paris;12 avenue claude vellefaux, paris;
236;28 rue du château, le monêtier-les-bains;château;6.508;44.977;14 rue du château, undefined;1 rue du château, undefined;36 rue du château, undefined;99 rue du château, undefined;52 rue du château, undefined;
238;3, boulevard de la madeleine, paris;madeleine;2.327;48.87;6 boulevard de la madeleine, paris;8 boulevard de la madeleine, paris;4 boulevard de la madeleine, paris;5 boulevard de la madeleine, paris;7 boulevard de la madeleine, paris;
239;5 rue gioffredo, nice;gioffredo;7.277;43.702;15 bis rue gioffredo, nice;9 rue gioffredo, nice;15 rue gioffredo, nice;7 rue gioffredo, nice;10 rue gioffredo, nice;
240;2 passage malaussena, nice;malaussena;7.263;43.708;1 passage malaussena, nice;19 avenue malaussena, nice;2 passage malaussena, nice;2 passage malausséna, nice;17 avenue malaussena, nice;
241;3 place pierre renaudel quartier saint croix, bordeaux;croix;-0.562;44.831;14 quai sainte-croix, bordeaux;13 quai sainte-croix, bordeaux;15 quai sainte-croix, bordeaux;11 quai sainte-croix, bordeaux;12 quai sainte-croix, bordeaux;
242;7, rue des paradoux, toulouse;paradoux;1.443;43.598;2 rue des paradoux, toulouse;1 rue des paradoux, toulouse;3 rue des paradoux, toulouse;5 rue des paradoux, toulouse;7 rue des paradoux, toulouse;
243;499 rue saint-bernard, menthon-saint-bernard;saint-bernard;6.197;45.859;503 rue saint-bernard, menthon-saint-bernard;491 rue saint-bernard, menthon-saint-bernard;580 rue saint-bernard, menthon-saint-bernard;509 rue saint-bernard, menthon-saint-bernard;527 rue saint-bernard, menthon-saint-bernard;
244;1 place turenne, turckheim;turenne;7.278;48.087;2 place turenne, turckheim;4 place turenne, turckheim;4 pl turenne, turckheim;2 pl turenne, turckheim;6 place turenne, turckheim;
245;146, avenue de la division leclerc, montmorency;leclerc;2.31;48.973;117 avenue de la division leclerc, enghien-les-bains;152 avenue de la division leclerc, enghien-les-bains;115 avenue de la division leclerc, enghien-les-bains;156 avenue de la division leclerc, enghien-les-bains;119 avenue de la division leclerc, enghien-les-bains;
246;7 rue mathieu, mâcon;mathieu;4.83;46.306;15 rue mathieu, mâcon;17 rue mathieu, mâcon;10 rue mathieu, mâcon;19 rue mathieu, mâcon;12 rue mathieu, mâcon;
247;41, quai pierre scize, lyon;scize;4.816;45.767;17 quai pierre scize, lyon;18 quai pierre scize, lyon;19 quai pierre scize, lyon;20 quai pierre scize, lyon;21 quai pierre scize, lyon;
248;32 avenue des carrés, annecy-le-vieux;carrés;6.143;45.913;26 avenue des carres, annecy-le-vieux;31 avenue des carres, annecy-le-vieux;29 avenue des carres, annecy-le-vieux;27 avenue des carres, annecy-le-vieux;24 avenue des carres, annecy-le-vieux;
249;10, rue marius jacotot, puteaux;jacotot;2.24;48.883;4 rue marius jacotot, puteaux;2 rue marius jacotot, puteaux;6 rue marius jacotot, puteaux;1 rue marius jacotot, puteaux;5 rue marius jacotot, puteaux;
250;46 rue des hauts pavés, nantes;pavés;-1.565;47.225;46 rue des hauts pavés, nantes;81 rue des hauts pavés, nantes;42 rue des hauts pavés, nantes;59 rue des hauts pavés, nantes;57 rue des hauts pavés, nantes;
251;1 rue villedo, paris;villedo;2.337;48.866;4 rue villedo, paris;1 rue villedo, paris;1 rue villedo (à l'angle du 41 r richelieu), paris;2 rue villedo, paris;3 rue villedo, paris;
252;z.a. du roubian, tarascon;roubian;4.685;43.79;;;;;;
253;quartier la robéyère, embrun;robéyère;6.488;44.56;8 rue de la robeyère, embrun;27 rue de la robeyère, embrun;12 rue de la robeyère, embrun;9001 la robeyère, embrun;6142 la robeyère, embrun;
254;58 rue franklin, lyon;franklin;4.832;45.751;58 rue franklin, lyon;61 rue franklin, lyon;56 rue franklin, lyon;59 rue franklin, lyon;54 rue franklin, lyon;
255;9 avenue emile evellier, grézieu-la-varenne;evellier;4.693;45.748;9 avenue émile evellier, grézieu-la-varenne;14 avenue émile evellier, grézieu-la-varenne;12 avenue émile evellier, grézieu-la-varenne;7 avenue émile evellier, grézieu-la-varenne;11 avenue émile evellier, grézieu-la-varenne;
256;9 boulevard de port-royal, paris;port-royal;2.35;48.837;12 boulevard de port-royal, paris;10b boulevard de port-royal, paris;10 boulevard de port-royal, paris;7 boulevard de port-royal, paris;9 boulevard de port-royal, paris;
257;15 rue corneille, toulon;corneille;5.934;43.124;8 rue corneille, toulon;19 rue corneille, toulon;15 rue corneille, toulon;14 rue corneille, toulon;9 rue corneille, toulon;
258;131 boulevard victor hugo, saint-ouen;hugo;2.323;48.905;0 boulevard victor hugo, saint-ouen;139 boulevard victor hugo, saint-ouen;143 boulevard victor hugo, saint-ouen;137 boulevard victor hugo, saint-ouen;131 boulevard victor hugo, saint-ouen;
259;70 avenue du bourgailh, pessac, france, pessac;france;-0.663;44.809;;;;;;
260;4-6 place emile cresp, montrouge;cresp;2.319;48.819;2 place émile cresp, montrouge;10 place émile cresp, montrouge;6 place émile cresp, montrouge;1 place émile cresp, montrouge;4 place émile cresp, montrouge;
261;119 route de vienne, lyon;vienne;4.853;45.737;125 route de vienne, lyon;127 route de vienne, lyon;123 route de vienne, lyon;129 route de vienne, lyon;121 route de vienne, lyon;
262;49 rue de turenne, paris;turenne;2.364;48.858;49 rue de turenne, paris;47 rue de turenne, paris;45 rue de turenne, paris;48 rue de turenne, paris;51 rue de turenne, paris;
263;192, avenue victor-hugo, paris;victor-hugo;2.274;48.865;;;;;;
264;paris, null paris;paris;2.307;48.866;;;;;;
265;16 rue de la buffa, nice;buffa;7.262;43.697;27 rue de la buffa, nice;20 rue de la buffa, nice;31 rue de la buffa, nice;25 rue de la buffa, nice;18 rue de la buffa, nice;
266;46, rue jules simon, lorient;simon;-3.367;47.758;36 rue jules simon, lorient;39 rue jules simon, lorient;41 rue jules simon, lorient;42 rue jules simon, lorient;43 rue jules simon, lorient;
267;45 avenue de la libération, le coteau;libération;4.084;46.03;39 avenue de la libération, le coteau;37 avenue de la libération, le coteau;41 avenue de la libération, le coteau;40 avenue de la libération, le coteau;38 avenue de la libération, le coteau;
268;2, rue françois mouthon, paris;mouthon;2.291;48.839;2 rue françois mouthon, paris;4 rue françois mouthon, paris;1 rue françois mouthon, paris;3 rue françois mouthon, paris;6 rue françois mouthon, paris;
269;200 route de blagnac, toulouse;blagnac;1.403;43.626;200 route de blagnac, undefined;163 route de blagnac, undefined;157 route de blagnac, toulouse;151 route de blagnac, toulouse;149 route de blagnac, toulouse;
270;5 route de la corniche, rolleboise;corniche;1.61;49.023;7 route de la corniche, undefined;3 route de la corniche, freneuse;5 route de la corniche, freneuse;2 route de la corniche, freneuse;5600 route de la corniche, freneuse;
271;4 rue de la gare, guebwiller;gare;7.216;47.907;6 rue de la gare, soultz-haut-rhin;4 rue de la gare, soultz-haut-rhin;1 rue de la gare, soultz-haut-rhin;8 rue de la gare, soultz-haut-rhin;7 rue de la gare, soultz-haut-rhin;
272;26 place de l'horloge, avignon;l'horloge;4.806;43.95;30 place de l'horloge, avignon;28 place de l'horloge, avignon;26 place de l'horloge, avignon;24 place de l'horloge, avignon;22 place de l'horloge, avignon;
273;20 rue du doyen, boulogne-sur-mer;doyen;1.607;50.723;24 rue du doyen, boulogne-sur-mer;20 rue du doyen, boulogne-sur-mer;20 bis rue du doyen, boulogne-sur-mer;18 rue du doyen, boulogne-sur-mer;11 rue du doyen, boulogne-sur-mer;
274;97, rue des dames, paris;dames;2.317;48.884;92 rue des dames, paris;94 rue des dames, paris;96 rue des dames, paris;98 rue des dames, paris;90 rue des dames, paris;
275;48 rue caulaincourt, paris;caulaincourt;2.335;48.889;48 rue caulaincourt, paris;50 rue caulaincourt, paris;46 rue caulaincourt, paris;52 rue caulaincourt, paris;47 rue caulaincourt, paris;
276;8 rue gioffredo, nice;gioffredo;7.276;43.702;14 rue gioffredo, nice;12 rue gioffredo, nice;16 rue gioffredo, nice;15 rue gioffredo, nice;15 bis rue gioffredo, nice;
