address;city;postal_code;gps_lat;gps_long
2 Rue Saint-Stanislas;Nantes;44000;47,2228578;-1,5559454
7 Allée Duquesne;Nantes;44000;47,217734;-1,556742
12 Rue Jean Jacques Rousseau;Nantes;44000;47,2128011;-1,5609784
2 Place René Bouhier;Nantes;44100;47,2097185;-1,5702698
32 bis Rue Fouré;Nantes;44000;47,2121148;-1,5470212
Rue Crucy;Nantes;44000;47,2139243;-1,5484573
3 Rue Racine;Nantes;44000;47,213392;-1,5631415
14 Rue Talensac;Nantes;44000;47,2216263;-1,5576787
23 Rue des Carmes;Nantes;44000;47,2162785;-1,5555478
45 Boulevard des Batignolles;Nantes;44300;47,2543702;-1,5284651
10 Rue Armand Brossard;Nantes;44000;47,2169764;-1,5561456
19 Rue de la Juiverie;Nantes;44000;47,2154297;-1,5534938
59 Rue de Bel air;Nantes;44000;47,2240416;-1,5596139
147 Boulevard Robert Schuman;Nantes;44300;47,2408174;-1,5731259
16 Rue Léon Blum;Nantes;44000;47,219459;-1,5546645
23 Rue de Bel air;Nantes;44000;47,2220372;-1,5593802
21 Quai des Antilles;Nantes;44200;47,2008798;-1,5732543
26 Rue Scribe;Nantes;44000;47,2140736;-1,5626893
1 bis rue Camille Berruyer;Nantes;44000;47,2155223;-1,5638843
12 Rue Gresset;Nantes;44000;47,211879;-1,564648
2 Rue Menou;Nantes;44000;47,2204722;-1,5632491
5 Rue de la Juiverie;Nantes;44000;47,2155874;-1,5528031
1 Avenue du Marché Commun;Nantes;44300;47,2520459;-1,4995391
30 Quai François Mitterrand;Nantes;44200;47,206778;-1,568287
17 Rue Racine;Nantes;44000;47,213888;-1,5646525
3 Rue Racine;Nantes;44000;47,213392;-1,5631415
22 Quai de Versailles;Nantes;44000;47,2239887;-1,5538269
3 Rue Racine;Nantes;44000;47,213392;-1,5631415
2 Rue de Jemmapes;Nantes;44000;47,2132837;-1,5452955
3 Rue Racine;Nantes;44000;47,213392;-1,5631415
17 Rue Voltaire;Nantes;44000;47,2117718;-1,5658908
1 Rue Rameau;Nantes;44000;47,213143;-1,5604125
1 Rue Rameau;Nantes;44000;47,213143;-1,5604125
9 Allée Duguay Trouin;Nantes;44000;47,2132919;-1,5554751
19 Boulevard du Petit Port;Nantes;44300;47,2420302;-1,5569238
11 Chaussée de la Madeleine;Nantes;44000;47,2115812;-1,5518353
13 Route de Paris;Nantes;44300;47,2511528;-1,5197144
6 Rue Kervégan;Nantes;44000;47,2135143;-1,5541245
45 Rue Maréchal Joffre;Nantes;44000;47,2213238;-1,5477847
21 Quai des Antilles;Nantes;44200;47,2008798;-1,5732543
28 Rue Fouré;Nantes;44000;47,2124197;-1,5468167
12 Rue de la Juiverie;Nantes;44000;47,2156421;-1,5531429
Rue Crucy;Nantes;44000;47,2139243;-1,5484573
51 Quai de Malakoff;Nantes;44000;47,216017;-1,5430554
14 Rue des Saumonières;Nantes;44300;47,2552249;-1,5519115
53 Rue Maréchal Joffre;Nantes;44000;47,220984;-1,5480576
20 Rue Kervégan;Nantes;44000;47,2129656;-1,5555284
15 Rue Louis Blanc;Nantes;44200;47,2064285;-1,55473
