id;ref address;query;query lon;query lat;result 1;result 2;result 3;result 4;result 5;
111;6 passage brady, paris, france;brady;2.355;48.871;le brady, boulevard de strasbourg, paris, france;brady's irish pub, rue de lisbonne, paris 8e arrondissement, france;passage brady, paris, france;hôtel brady - gare de l'est, boulevard de strasbourg, paris, france;brady groupe, rue de la roquette, paris, france;
112;23, rue petit bonneveau, poitiers, france;bonneveau;0.339;46.579;bonneveau, france;bonnevaux, marçay, france;sci abbaye de bonnevaux., bonnevaux, marçay, france;bonneveau, brain-sur-allonnes, france;bonnevaux, brigueil-le-chantre, france;
113;24 rue du général leclerc, versailles, france;leclerc;2.126;48.799;e.leclerc bois d'arcy, avenue jean jaurès, bois-d'arcy, france;e.leclerc rueil, avenue de fouilleuse, rueil-malmaison, france;e.leclerc nanterre, rue paul vaillant couturier, nanterre, france;voyages e.leclerc, avenue jean jaurès, bois-d'arcy, france;rue du général leclerc, versailles, france;
114;9 place du marché, palavas-les-flots, france;marché;3.932;43.528;marché du lez, avenue de la mer-raymond dugrand, montpellier, france;marché aux puces et aux fleurs, rue des algues marines, palavas-les-flots, france;place du marché, palavas-les-flots, france;le marché des arceaux, boulevard des arceaux, montpellier, france;marché d'intérêt national montpellier m.i.n, avenue du marché gare, montpellier, france;
115;2, rue des fantasques, lyon, france;fantasques;4.837;45.774;rue des fantasques, lyon, france;ruelle des fantasques, lyon, france;;;;
116;70 rue vincent raspail, la garde, france;raspail;6.01;43.125;impasse vincent raspail, la garde, france;rue vincent raspail, la garde, france;raspail, boulevard barthélémy, toulon, france;raspail, paris, france;raspail, forcalquier, france;
117;38 avenue de lanessan, champagne-au-mont-d&#39, france;or;lanessan;4.793;45.795;avenue de lanessan, champagne-au-mont-d'or, france;lanessan, cussac-fort-médoc, france;rue de lanessan, guérigny, france;rue lanessan, saint-andré-de-cubzac, france;lanessan technology, hillside, baughurst, tadley, royaume-uni
118;16, cours de vincennes, paris, france;vincennes;2.4;48.847;vincennes, france;vincennes, vincennes, france;cours de vincennes, paris, france;pizza hut vincennes, avenue de paris, vincennes, france;cinema le vincennes, avenue de paris, vincennes, france;
119;30 avenue victor hugo, les pavillons-sous-bois, france;hugo;2.514;48.91;hugo et victor, boulevard raspail, paris, france;hugo desnoyer, rue boulard, paris, france;hugo&co, rue monge, paris, france;hugo, rue papillon, paris, france;boutique hugo, rue vieille du temple, paris, france;
120;8, place du marché gayot, strasbourg, france;gayot;7.753;48.583;place du marché gayot, strasbourg, france;bar le gayot, rue des frères, strasbourg, france;gayot patrick, rue de saint-dizier, sermaize-les-bains, france;gayot patrick, rue louis desprez, bar-sur-aube, france;gayot marc, route de jouvernaisinaz, orcier, france;
121;177 rue sainte-catherine, bordeaux, france;sainte-catherine;-0.573;44.835;sainte catherine, bordeaux, france;cité dulamon 196 sainte-catherine, bordeaux, france;rue parlement sainte-catherine, bordeaux, france;rue sainte-catherine, bordeaux, france;impasse sainte-catherine, bordeaux, france;
122;3 rue poissonnière, paris, france;poissonnière;2.348;48.869;poissonnière, paris, france;rue du faubourg poissonnière, paris, france;boulevard poissonnière, paris, france;rue poissonnière, paris, france;poissonniere, rue la fayette, paris, france;
123;84 avenue secrétan, paris, france;secrétan;2.378;48.879;secretan - buttes chaumont, paris, france;avenue secrétan, paris, france;halles secrétan, avenue secrétan, paris, france;optique secretan, avenue secrétan, paris, france;pharmacie secrétan, avenue secrétan, paris, france;
124;43, rue de seine, paris, france;seine;2.337;48.855;seine-saint-denis, france;gare routière de bercy, quai de bercy, paris, france;seine privée, rue dauphine, paris, france;seine - buci, paris, france;seine-et-marne, france;
125;4 rue pierre leroux, paris, france;leroux;2.319;48.85;leroux les jardins solange, boulevard raspail, paris, france;docteur guillaume leroux les jardins, boulevard raspail, paris, france;rue pierre leroux, paris, france;avocat leroux, rue pierre fontaine, paris, france;leroux eric, rue raphaël, vanves, france;
126;27, route de saint omer, socx, france;omer;2.421;50.934;saint-omer, france;omerville, france;saint-omer-capelle, france;rue omer pley, saint-omer, france;ömer avni mahallesi, beyoğlu/istanbul, turquie;
127;8, rue jean burguet, bordeaux, france;burguet;-0.578;44.834;rue jean burguet, bordeaux, france;burguete camille, rue elisée reclus, bordeaux, france;burguet eric, rue du manège, bordeaux, france;auritz, espagne;burguet ets, les rides, montignac-le-coq, france;
128;12 rue bourgeot, l&#39, france;haÿ-les-roses;bourgeot;2.336;48.779;rue bourgeot, l'haÿ-les-roses, france;bourgeot henri, avenue françois molé, antony, france;bourgeot michel, rue montcalm, paris, france;entreprise bourgeot, rue gambetta, fourchambault, france;place de la bourgeoterie, villeneuve-les-bordes, france
129;restaurant, montclus, france;restaurant;4.441;44.263;restaurant le bouchon, place du jeu de paume, aiguèze, france;restaurant le domaine des dames, le colombier, vallon-pont-d'arc, france;restaurant le chelsea, boulevard peschaire alizon, vallon-pont-d'arc, france;restaurant la galantine, place de la mairie, goudargues, france;restaurant pizzeria les cascades, route de donnât, la roque-sur-cèze, france;
130;12 rue de charonne, paris, france;charonne;2.374;48.852;charonne, paris, france;charonne café, rue de charonne, paris, france;charonne bazar, rue de charonne, paris, france;charonne (11e) - r jean macé, rue jean-macé, paris, france;charonne (11e) - r jean macé e.u, rue jean-macé, paris, france;
131;41, rue de la rochefoucauld, paris, france;rochefoucauld;2.335;48.88;rue de la rochefoucauld, paris, france;gymnase de la rochefoucauld, allée du jumelage, la ferté-sous-jouarre, france;rue de la rochefoucauld, boulogne-billancourt, france;square de la rochefoucauld, paris, france;la rochefoucauld, france;
132;12 rue piliers de tutelle, bordeaux, france;tutelle;-0.574;44.841;tutelle, salles-sur-garonne, france;chemin de la tutelle, saint-georges-de-didonne, france;tutelles aux prestations sociales sauvegarde adsea, avenue de boisvignal, aubenas, france;tutelleimmoservices, rue de tocqueville, romagnat, france;rhone tutelle, rue montgolfier, lyon, france;
133;3 rue charles vii, nogent-sur-marne, france;vii;2.486;48.837;7e arrondissement, paris, france;8e arrondissement, paris, france;viia, quai charles pasqua, levallois-perret, france;vii finance, rue saint-augustin, paris, france;viitasaari, finlande;
134;175 grande rue charles de gaulles, nogent-sur-marne, france;gaulles;2.481;48.836;gaulles, bouglon, france;de gaullesingel, ede, pays-bas;de gaullestraat, zevenaar, pays-bas;de gaullestraat, doetinchem, pays-bas;avenue du général de gaulles, bobo-dioulasso, burkina faso;
135;26, avenue des champs elysées, paris, france;elysées;2.309;48.869;élysées ottoman, rue de ponthieu, paris, france;elysées bonheur, rue de berri, paris, france;élysées istanbul, rue de berri, paris, france;elysées biarritz, rue quentin-bauchart, paris, france;elysées liban, rue la boétie, paris, france;
136;4 boulevard de port-royal, paris, france;port-royal;2.351;48.837;port-royal, paris, france;port-royal-hôtel, boulevard de port-royal, paris, france;optique port royal, boulevard de port-royal, paris, france;boulevard de port-royal, paris, france;ancienne chapelle de l'abbaye de port-royal, boulevard de port-royal, paris, france;
137;25 rue jeanne d'arc, saint-quay-portrieux, france;d'arc;-2.838;48.654;agence d'architecture interieure r. cariou, boulevard pasteur, saint-brieuc, france;atelier d'architecture soha, rue becot, paimpol, france;d'arcy, bc, canada;boulevard d'arcachon, la teste-de-buch, france;d'arcyweg, europoort, pays-bas;
138;19 rue georges clemenceau, saint-quay-portrieux, france;clemenceau;-2.829;48.647;clemenceau, rennes, france;clémenceau immobilier, rue alexander fleming, plérin, france;groupe scolaire clemenceau, boulevard georges clemenceau, rennes, france;résidence le clémenceau, boulevard georges clemenceau, rennes, france;salle clémenceau, place de l'europe, rennes, france;
139;route de murs, null gordes;murs;5.203;43.92;murs, france;murs, gordes, france;route de murs, gordes, france;murska sobota, slovénie;murs-et-gélignieux, france;
140;118 rue véron, alfortville, france;véron;2.415;48.808;pada permis - alfortville, rue véron, alfortville, france;verona, avenue corentin cariou, paris, france;square véron, alfortville, france;rue véron, alfortville, france;veronese, boulevard haussmann, paris, france;
141;12, quai marc seguin, tournon-sur-rhône, france;seguin;4.834;45.068;seguin, texas, états-unis;place marc seguin, tain-l'hermitage, france;quai marc seguin, tournon-sur-rhône, france;seguin, saint-fortunat-sur-eyrieux, france;seguin, lignan-de-bordeaux, france;
142;1 rue pierre brossolette, le plessis-bouchard, france;brossolette;2.236;49.001;brossolette, rueil-malmaison, france;rue pierre brossolette, le plessis-bouchard, france;gymnase brossolette, rue kruger, argenteuil, france;brossolette pizzeria, rue pierre brossolette, asnieres, france;brossolette, rue pierre brossolette, levallois-perret, france;
143;25, place de bethune, lille, france;bethune;3.062;50.633;béthune, france;rue de béthune, lille, france;place de béthune, lille, france;ford béthune, avenue du président kennedy, béthune, france;béthune immobilier, boulevard jean moulin, béthune, france;
144;3 avenue de la république, paris, france;république;2.367;48.867;république, paris, france;habitat paris republique, place de la république, paris, france;café république, place de la république, paris, france;le république, boulevard saint-martin, paris, france;république optique, boulevard de magenta, paris, france;
145;3212 chemin de tanvol, viriat, france;tanvol;5.265;46.24;carrefour de tanvol, viriat, france;chemin de tanvol, viriat, france;route de tanvol, meillonnas, france;;;
146;61, rue des trois frères, paris, france;frères;2.338;48.886;rue des trois frères, paris, france;frères immobilier, rue notre dame de lorette, paris, france;les freres btp, rue du faubourg poissonnière, paris, france;tang frères, avenue d'ivry, paris, france;petits freres pauvres, rue eugène carrière, paris, france;
147;52 rue de genève, ferney-voltaire, france;genève;6.115;46.253;genève, suisse;genève - aéroport, le grand-saconnex, suisse;genève aéroport (gva), route de l'aéroport, le grand-saconnex, suisse;genève, genève, suisse;genève-aéroport, le grand-saconnex, suisse;
148;caillau, vire-sur-lot, france;caillau;1.101;44.48;caillau, vire-sur-lot, france;caillau, beychac-et-caillau, france;caillaud, tonneins, france;caillauguet, bassillac, france;caillaudou, montastruc, france;
149;18 rue de paris, charenton-le-pont, france;paris;2.419;48.819;paris, france;paris gare de lyon, place louis-armand, paris, france;paris bercy station, boulevard de bercy, paris, france;paris france hôtel, rue de turbigo, paris, france;paris marriott rive gauche hotel, boulevard saint-jacques, paris, france;
150;place diana, la grande-motte, france;diana;4.091;43.557;place diana, la grande-motte, france;diana taylor ostéopathe, avenue de fes, montpellier, france;diana lé, passage gambetta, lunel, france;diana taylor, le scribe, avenue de fes, montpellier, france;cabinet d'etiopathie diana marques, avenue des états du languedoc, montpellier, france;
151;28 rue kuhn, strasbourg, france;kuhn;7.737;48.585;rue kuhn, strasbourg, france;restaurant le kuhn, rue kuhn, strasbourg, france;kuhn mgm sas, monswiller, france;kuhn parts, monswiller, france;kuehne nagel, rue des hérons, entzheim, france;
152;9 place du concert, lille, france;concert;3.061;50.642;le concert gourmand, rue de la collégiale, lille, france;place du concert, lille, france;concertgebouw, concertgebouwplein, amsterdam, pays-bas;mairie - concertation, vie de quartier et prévention, rue paul doumer, tourcoing, france;zone d'aménagement concerté du val de deûle i, quesnoy-sur-deûle, france;
153;10 rue brochant, paris, france;brochant;2.318;48.888;brochant, paris, france;rue brochant, paris, france;brochant primeur, avenue de clichy, paris, france;brochant (17e) - pl charles fillion, place charles fillion, paris, france;brochant - cardinet, paris, france;
154;103 rue la boétie, paris, france;boétie;2.307;48.871;boetie 008, rue la boétie, paris, france;boetie partners property management, rue la boétie, paris, france;rue la boétie, paris, france;optik boétie, rue la boétie, paris, france;kiné boétie, rue la boétie, paris, france;
155;79 rue saint-dominique, paris, france;saint-dominique;2.309;48.86;hôtel saint dominique, rue saint-dominique, paris, france;ecole saint dominique, rue saint-dominique, paris, france;bistro saint dominique, rue saint-dominique, paris, france;nicolas saint dominique, rue saint-dominique, paris, france;pharmacie saint dominique, rue saint-dominique, paris, france;
156;1 place des marronniers, montbazon, france;marronniers;0.713;47.287;place des marronniers, montbazon, france;marronniers, bourges, france;rue des marronniers, saint-avertin, france;marronniers, bonneuil-sur-marne, france;avenue des marronniers, saint-branchs, france;
157;33 rue guersant, paris, france;guersant;2.289;48.882;guersant automobiles kia, rue guersant, paris, france;rue guersant, paris, france;restaurant le guersant, boulevard gouvion-saint-cyr, paris, france;mitsubishi - guersant automobiles -, rue guersant, paris, france;chemin guersant, paris, france;
158;6 boulevard du général de gaulle, draveil, france;gaulle;2.392;48.688;boulevard du général de gaulle, draveil, france;charles de gaulle étoile, paris, france;de gaulle louis, rue boissy d'anglas, paris, france;place charles de gaulle, paris, france;avenue du général de gaulle, paray-vieille-poste, france;
159;17 avenue du bel air, paris, france;air;2.397;48.846;roissy charles de gaulle (cdg), roissy-en-france, france;paris-orly airport (ory), orly, france;air algérie, avenue de l'opéra, paris, france;aire ona, rue du docteur goujon, paris, france;avenue du bel air, paris, france;
160;avenue eugène donadeï, saint-laurent-du-var, france;donadeï;7.195;43.66;avenue eugène donadeï, saint-laurent-du-var, france;donadei jean luc nicolas, saint-cézaire-sur-siagne, france;musée donadéï de campredon, rue du docteur tallet, l'isle-sur-la-sorgue, france;donadei sylvain, rue césar bagard, nancy, france;donadei dr. gianfranco, via della ripa, coni, italie;
161;12 rue neuve, lyon, france, lyon, france;france;4.835;45.765;france, undefined;france plaques, quai général sarrail, lyon, france;france canapé lyon bellecour, place bellecour, lyon, france;boulevard anatole france, lyon, france;france lessive, cours tolstoï, villeurbanne, france;
162;10, route d'etrez, montrevel-en-bresse, france;d'etrez;5.13;46.336;route d'etrez, malafretaz, france;route d'etrez, cras-sur-reyssouze, france;route d'étrez, foissiat, france;route d'etrez, attignat, france;detrez christine, rue marc antoine brillier, heyrieux, france;
163;22 rue merigonde, castres, france;merigonde;2.254;43.602;rue merigonde, castres, france;mérigonde assurances, avenue jean jaurès, lagarrigue, france;carole & joël merigonde, rue de vermont, genève, suisse;;;
164;10 allée des tullistes, écully, france;tullistes;4.779;45.775;allée des tullistes, écully, france;;;;;
165;4 rue jacques manuel, perpignan, france;manuel;2.895;42.7;murcia immobilier, boulevard aristide briand, perpignan, france;place manuel de falla, perpignan, france;carrer manuel, perpignan, france;parc national manuel-antonio, puntarenas, cantón de aguirre, costa rica;impasse manuel de falla, saint-cyprien, france;
166;85 avenue kléber, paris, france;kléber;2.289;48.864;kléber, avenue kléber, paris, france;avenue kléber, paris, france;kleber fleur, avenue kléber, paris, france;impasse kléber, paris, france;hôtel victor hugo paris kleber, rue copernic, paris, france;
167;5, avenue villermont, nice, france;villermont;7.265;43.709;cave villermont, avenue villermont, nice, france;avenue villermont, nice, france;traverse villermont, nice, france;rue de villermont, nesles-la-montagne, france;de villermontstraat, kontich, belgique;
168;74 quai des orfèvres, paris, france;orfèvres;2.342;48.857;quai des orfèvres, paris, france;rue des orfèvres, france;les orfèvres, rue des orfèvres, amiens, france;allée des orfèvres, courtry, france;rue des orfèvres, marolles-en-brie, france;
169;81, rue de rochechouart, paris, france;rochechouart;2.347;48.882;rochechouart, paris, france;boulevard de rochechouart, paris, france;rue de rochechouart, paris, france;nicolas rochechouart, rue de rochechouart, paris, france;crémerie rochechouart, rue de rochechouart, paris, france;
170;113, grande rue de la guillotière, lyon, france;guillotière;4.848;45.751;guillotière, lyon, france;grande rue de la guillotière, lyon, france;pizza hut lyon guillotiere, rue chevreul, lyon, france;bus guillotière - gabriel péri, cours gambetta, lyon, france;pont de la guillotière, lyon, france;
171;10, rue des verriers, lyon, france;verriers;4.837;45.743;rue des verriers, lyon, france;association des anciens verriers, rue du moulin, givors, france;mutuelle verriers et assimiles, place du marché, saint-romain-le-puy, france;verrières-de-joux, france;côte des verriers, givors, france;
172;15 boulevard denys puech, rodez, france;puech;2.578;44.35;puech baurez, onet-le-château, france;puech camp, olemps, france;puech-fabié marie-pascale, rue du général viala, rodez, france;puech maynade, onet-le-château, france;puech guilhem, olemps, france;
173;45 espl. du maréchal leclerc, ardres, france;leclerc;1.978;50.853;e.leclerc outreau, de la liane, boulevard industriel, outreau, france;leclercq jean-luc, place au bois, ardres, france;e.leclerc lumbres, route d'acquin, lumbres, france;e.leclerc drive loon plage, loon-plage, france;centre commercial e.leclerc, boulevard industriel de la liane, outreau, france;
174;le jarier d'ancenis - d723, ancenis, france;d723;-1.141;47.378;d723, oudon, france;d723, frossay, france;d723, résenlieu, france;d723, pithiviers-le-vieil, france;d723, venaco, france;
175;27 rue richer, paris, france;richer;2.345;48.874;rue richer, france;richer, rue richer, paris, france;building richer, rue richer, paris, france;richerand conseil, avenue richerand, paris, france;richer immobilier, rue de rivoli, paris, france;
176;2a, route de lyon, brignais, france;lyon;4.771;45.678;lyon, france;vanessa bruno lyon, rue du bât d'argent, lyon, france;carpe diem, rue molière, lyon, france;colbert lyon, rue vendôme, lyon, france;lyon - berges 69006, rue molière, lyon, france;
177;45/47, rue albert rémy, ris-orangis, france;rémy;2.408;48.657;rue albert rémy, ris-orangis, france;remy, france;remy garnier sa, boulevard de la bastille, paris, france;remy tatoo, avenue de paris, étampes, france;boucherie remy borel, rue jean pierre timbaud, morsang-sur-orge, france;
178;9 avenue du général de gaulle, vélizy-villacoublay, france;gaulle;2.184;48.785;avenue du général de gaulle, vélizy-villacoublay, france;charles de gaulle étoile, paris, france;de gaulle louis, rue boissy d'anglas, paris, france;place charles de gaulle, paris, france;avenue du général charles de gaulle, suresnes, france;
179;2, place saint germain, sully-sur-loire, france;germain;2.368;47.767;rue du faubourg saint-germain, sully-sur-loire, france;place saint-germain, sully-sur-loire, france;germaine, france;germaine, rue du rocher, paris, france;le germain & club paradisio, rue de buci, paris, france;
180;le guiben, camors, france;guiben;-3.01;47.8;guiben, pluvigner, france;le guiben, camors, france;guiben scea, saint-caradec, france;guiben, le faouët, france;guiben lda, rua gago coutinho e sacadura cabral, queluz, portugal;
181;11b rue massenet, nice, france;massenet;7.264;43.696;massenet, nice, france;rue massenet, nice, france;massenet francine, boulevard gambetta, nice, france;6-massenet, rue massenet, nice, france;le massenet, rue massenet, nice, france;
182;place auguste baret, châteauneuf-le-rouge, france;baret;5.567;43.489;barret-sur-méouge, france;barret-de-lioure, france;bäretswil, suisse;barretos, état de são paulo, brésil;barrettali, france;
183;17 place de l hôtel de ville, tournus, france;ville;4.912;46.562;villeurbanne, france;villefontaine, france;villette-d'anthon, france;villepinte, france;villemotier, france;
184;7 allée des marettes, bourgoin-jallieu, france;marettes;5.278;45.585;rue des marettes, bourgoin-jallieu, france;allée des marettes, bourgoin-jallieu, france;les marettes, la roche-de-glun, france;les marettes, mercurol, france;quai des marettes, la roche-de-glun, france;
185;49 cours marc-antoine brillier, vienne, france;brillier;4.873;45.522;cours brillier, vienne, france;brillier-laverdure bernard, la vie du bert, la bridoire, france;la brillière, sambin, france;la brillière, cloué, france;;
186;16 rue sedaine, paris, france;sedaine;2.372;48.856;rue sedaine, paris, france;laverie sedaine, rue sedaine, paris, france;sedaine industrie, rue de lagny, montreuil, france;rue sedaine, drancy, france;allée michel jean sedaine, saint-prix, france;
187;11, faubourg saint-michel, guérande, france;saint-michel;-2.426;47.327;saint-michel-chef-chef, france;pharmacie darre-porte saint michel, place du marhallé, guérande, france;café saint michel, faubourg saint michel, guérande, france;porte saint-michel, rue saint-michel, guérande, france;distribution saint michel, rue saint-michel, guérande, france;
188;22 rue pairolière, nice, france;pairolière;7.279;43.7;rue pairolière, nice, france;ruelle pairolière, nice, france;;;;
189;22, rue de ribosi domaine des duc, léguevin, france;duc;1.257;43.603;duck me, rue de la pomme, toulouse, france;duck me capitole, rue de rémusat, toulouse, france;duclos monique, allée des cordeliers, léguevin, france;ducati toulouse, route de baziege la lauragaise, labège, france;duck me labège, la pyrénéenne, labège, france;
190;37, rue malar, paris, france;malar;2.306;48.86;hôtel malar, rue malar, paris, france;rue malar, paris, france;pressing malar, rue malar, paris, france;malar 33, rue malar, paris, france;malarewicz jacques, rue du professeur roger leroux, châtenay-malabry, france;
191;45 rue saint-charles, toulouse, france;saint-charles;1.442;43.61;saint-charles, marseille, france;rue saint-charles, toulouse, france;saint charles, missouri, états-unis;saint-charles, perpignan, france;saint-charles-borromée, qc, canada;
192;rue intérieure, paris, france;intérieure;2.326;48.876;rue intérieure, paris, france;architecture interieure, paris, france;architecture interieure, passage choiseul, paris, france;architecture intérieure, rue jouffroy d'abbans, paris, france;architecture interieure, avenue de la bourdonnais, paris, france;
193;16 rue de tolbiac, paris, france;tolbiac;2.375;48.83;tolbiac, paris, france;tolbiac - baudricourt, paris, france;leonidas tolbiac, rue de tolbiac, paris, france;tabac tolbiac, rue de tolbiac, paris, france;centre de radiologie tolbiac, rue de tolbiac, paris, france;
194;quai la pérouse, saint-laurent-du-var, france;pérouse;7.183;43.657;quai la pérouse, saint-laurent-du-var, france;hôtel la pérouse, quai rauba capeu, nice, france;pérouse, italie;la pérouse, rue alfred mortier, nice, france;pérouse, france;
195;93 rue de la victoire, paris, france;victoire;2.331;48.875;rue de la victoire, paris, france;victoire vermeulen, rue de rivoli, paris, france;centre d'affaires paris victoire, rue de la victoire, paris, france;la victoire, rue le peletier, paris, france;victoire, rue auber, paris, france;
196;31 avenue george v, paris, france;v;2.3;48.869;versailles, france;villejuif, france;vitry-sur-seine, france;vincennes, france;vélizy-villacoublay, france;
197;85, rue saint antoine, paris, france;antoine;2.363;48.854;antoine et lili, rue des francs bourgeois, paris, france;antoinette poisson, rue saint-sabin, paris, france;antoine et lili, quai de valmy, paris, france;marie antoinette, rue d'ormesson, paris, france;antoine de macedo horloger, rue madame, paris, france;
198;8 rue du plan d'agde, montpellier, france;d'agde;3.876;43.608;le fournil d'agde, avenue général de gaulle, agde, france;mairie d'agde, chemin de l'agenouillade, agde, france;commune d'agde, rue des écoles, agde, france;mairie d'agde, avenue des alizés, cap d'agde (le, france;agde, france;
199;21 rue de l'horloge, riom, france;l'horloge;3.114;45.895;l'horloge, boulevard des brotteaux, lyon, france;sécuritest - auto controle technique de l'horloge, avenue de la république, tassin-la-demi-lune, france;pharmacie de l'horloge, place pierre vauboin, tassin-la-demi-lune, france;les studios de l'horloge, avenue de la république, tassin-la-demi-lune, france;traiteur de l'horloge, avenue de la république, tassin-la-demi-lune, france;
200;99 rue de la pompe, paris, france;pompe;2.278;48.865;pompei, rue de castellane, paris, france;pompe - mairie du xvi, paris, france;rue de la pompe, paris, france;pompe montespan, avenue de montespan, paris, france;pompe - mairie du 16eme, paris, france;
201;rue de l'ouest, le cannet, france;l'ouest;7.013;43.573;brasserie l'ouest, quai du commerce, lyon, france;avenue de l'ouest lyonnais, messimy, france;l'ouest hotel paris, rue du rocher, paris, france;l'ouest, étival-lès-le-mans, france;l'ouest américain et parcs nationaux, le film par image system photographie, grand rue, cruseilles, france;
202;78, rue rue haute saint maurice, chinon, france;maurice;0.24;47.167;maurice, undefined;maurice, louisiane, états-unis;mauricet bernard, rue ferrée, ligré, france;musée maurice dufresne, route de marnay, azay-le-rideau, france;maurice patrice, la villatte, saint-nicolas-de-bourgueil, france;
203;68 bis, avenue jean moulin, paris, france;moulin;2.32;48.825;moulin rouge, boulevard de clichy, paris, france;charme opéra/moulin rouge, paris, france;moulin rouge opera apartment, rue de calais, paris, france;apartment moulin rouge - rue lepic, rue pierre fontaine, paris, france;moulin rouge suite - 3 rooms, rue pierre fontaine, paris, france;
204;104 rue de charonne, paris, france;charonne;2.385;48.854;charonne, paris, france;charonne - voltaire, paris, france;charonne bazar, rue de charonne, paris, france;charonne (11e) - r jean macé e.u, rue jean-macé, paris, france;charonne (11e) - r jean macé, rue jean-macé, paris, france;
205;1 plage de l'estaque, marseille, france;l'estaque;5.317;43.36;l'estaque, marseille, france;l'estaque, marseille, france;l'estaque, avenue caronte, marseille, france;lycée professionnel l'estaque, rue rabelais, marseille, france;lotissement de l'estaque bleue, marseille, france;
206;6 rue victor hugo, pantin, france;hugo;2.402;48.895;hugo et victor, boulevard raspail, paris, france;hugo desnoyer, rue boulard, paris, france;hugo, rue papillon, paris, france;hugo&co, rue monge, paris, france;boutique hugo, rue vieille du temple, paris, france;
207;2 rue saint-michel, nancy, france;saint-michel;6.179;48.697;saint-michel-sur-meurthe, france;rue saint-michel, nancy, france;saint-michel, quai saint michel, paris, france;saint-michel-sur-orge, france;societe fermiere saint michel e, place charles trois, nancy, france;
208;20 avenue de la fossé des pressoirs, magny-le-hongre, france;pressoirs;2.807;48.871;fondation cognacq-jay maison d’enfants à caractère social les pressoirs du roy, pressoirs du roy, samoreau, france;allée des pressoirs, pomponne, france;pressoirs lalouelle, route de vinay, saint-martin-d'ablois, france;pressoirs des ducs de bourgogne, rue roger salengro, chenôve, france;pressoirs charbaut sarl, rue du moulin, mareuil-sur-ay, france;
209;31 avenue jean bart, carry-le-rouet, france;bart;5.172;43.334;barton smith alexandra, chemin du rouet, carry-le-rouet, france;bartın, turquie;barthélémy manutention, rue de berlin, vitrolles, france;bartlett, illinois, états-unis;bartoszyce, pologne;
210;41, rue dauphine, paris, france;dauphine;2.339;48.854;sa dauphine, rue dauphine, paris, france;café dauphine, rue dauphine, paris, france;université paris-dauphine, place du maréchal de lattre de tassigny, paris, france;dauphine rive gauche, rue dauphine, paris, france;dauphine travel, place du maréchal de lattre de tassigny, paris, france;
212;1, avenue édouard vii, pau, france;vii;-0.359;43.297;viitasaari, finlande;viikki, helsinki, finlande;viimsi, comté de harju, estonie;vyborg, oblast de léningrad, russie;viiala, finlande;
213;3, boulevard du maréchal de lattre de tassigny, saumur, france;tassigny;-0.089;47.262;tassigny sci, avenue de lattre de tassigny, angers, france;pôle de consultations tassigny - clinique de l'anjou, avenue de lattre de tassigny, angers, france;tassigny, vierzon, france;rond-point du marechal de lattre de tassigny, chambray-lès-tours, france;tassigny, bordeaux, france;
214;24, rue de cotte, paris, france;cotte;2.378;48.85;cotte roti, rue de cotte, paris, france;le cotte rôti, avenue ledru-rollin, paris, france;rue de cotte, paris, france;cottenchy, france;cottévrard, france;
215;9, avenue du drapeau, dijon, france;drapeau;5.044;47.331;drapeau, dijon, france;résidence étudiante drapeau dijon, allée chevalier de la barre, dijon, france;drapeau automobile, avenue du drapeau, dijon, france;drapeau immobilier, avenue du drapeau, dijon, france;école élémentaire publique drapeau, avenue du drapeau, dijon, france;
216;3 rue de l'isly, paris, france;l'isly;2.326;48.875;rue de l'isly, paris, france;l'isly appartement de charme, rue d'isly, lille, france;café l'isly, rue d'isly, rennes, france;rue de l'isly, carrières-sur-seine, france;lislynchahan, swans cross, county monaghan, irlande;
217;5 rue guy de maupassant, yvetot, france;maupassant;0.753;49.618;quai guy de maupassant, fécamp, france;rue guy de maupassant, petit-couronne, france;côte guy de maupassant, canteleu, france;maupassant maternelle, rue de montigny, canteleu, france;le maupassant, avenue george v, étretat, france;
218;le bourg, vézac, france;bourg;1.164;44.836;bourges, france;bourg-en-bresse, france;bourg-de-visa, france;bourganeuf, france;bourgoin-jallieu, france;
219;9 quai du lazaret, marseille, france;lazaret;5.365;43.306;quai du lazaret, marseille, france;lazaret, oujda, maroc;lazareth auto-moto, impasse des prairies, annecy-le-vieux, france;parc du lazaret, saint-mandrier-sur-mer, france;beach lazaret, corniche de neuburg, sète, france;
220;36 boulevard de la gare, saint-gratien, france;gare;2.285;48.964;gare du nord, rue de dunkerque, paris, france;gare du nord, paris, france;gare du nord, place napoléon iii, paris, france;gare du nord, rue du faubourg saint-denis, paris, france;gare de l'est, place du 11 novembre 1918, paris, france;
221;96 route du polygone, strasbourg, france;polygone;7.759;48.566;route du polygone, strasbourg, france;polygone, strasbourg, france;opticien krys, route du polygone, strasbourg, france;polygone, strasbourg, france;polygone riviera, cagnes-sur-mer, france;
222;9 rue denoyez, paris, france;denoyez;2.378;48.871;rue denoyez, paris, france;hotel denoyez, rue denoyez, paris, france;;;;
223;74 rue de france, nice, france;france;7.255;43.695;france, undefined;rue de france, nice, france;nice, france;avenue anatole france, nice, france;le france, rue de france, nice, france;
